Page ID,Page Name,Disclaimer,Amount Spent (HUF)
2024678420884437,Varga Judit,Varga Judit,18535
1926735160968885,Válasz Online,Válasz Online,18525
115388925185513,Magyar Szocialista Párt,These ads ran without a disclaimer,18450
149035118614177,Magyar Nemzeti Bank,These ads ran without a disclaimer,18425
342565693094974,Németh László - önkormányzati képviselőjelölt,Németh László,18084
490030231058740,444,These ads ran without a disclaimer,18023
2875100582630649,30 éve szabadon,Közép- és Kelet-európai Történelem és Társadalom Kutatásáért Közalapítvány,17989
102753291819852,Europálya,Europálya,17826
554566311285605,Első világháború,Első világháború,17795
103936480985864,Győri Enikő,Győri Enikő,17725
451084968283411,Klímainnovációs Közösség,Pannon Pro Innovations,17498
111950033611721,Zöld népszavazás 2020,LMP - Lehet Más a Politika,17374
113183730045421,Momentum Klímakörök,Momentum Mozgalom,17347
14792493292,Magyar Kétfarkú Kutya Párt,Magyar Kétfarkú Kutya Párt,17217
537817739693723,Brain Bar,Brain Bar,17022
2158405567819066,Fülöp Attila,These ads ran without a disclaimer,16916
161746613987047,Állampolgári Bizottság az Emberi Jogokért,Állampolgári Bizottság az Emberi Jogokért,16887
184890488198962,Bana Tibor,Bana Tibor,16576
114236027094531,Szedlák Attila,Szedlák Attila,16509
100430648017970,Steiner Norbert,Babik András Béla,16259
304242809601186,BP Shop,BP Shop,16244
262210841133463,Momentum Székesfehérvár,Momentum Mozgalom,16207
278992483155,Tordai Bence,Párbeszéd Magyarországért,16120
141814862522641,Magyar Menedék,These ads ran without a disclaimer,16067
246722998817639,Rónai Sándor,Rónai Sándor,15966
212126705625642,Kocsis-Cake Olivio,Párbeszéd Magyarországért,15951
1937475189871096,TopMark.hu,These ads ran without a disclaimer,15767
329107800543535,Sneider Tamás,Jobbik Magyarországért Mozgalom,15492
355633501941718,Neokohn,These ads ran without a disclaimer,15453
496572780443998,HORVÁTH BÁLINT,Horváth Bálint,15182
292525138310198,Iván László,Iván László,15000
281527466391,Magyar Zoltán,Országgyűlés Hivatala Jobbik Frakció,14992
147547541961576,Council of the European Union,Council of the European Union,14872
