Page ID,Page Name,Disclaimer,Amount Spent (HUF)
109637397268775,Nyugati Pályán,These ads ran without a disclaimer,33517
136387873164491,Csárdi Antal,LMP - Lehet Más a Politika,33212
592204747588011,Momentum Mozgalom,These ads ran without a disclaimer,33184
1585110701539015,Bács István,These ads ran without a disclaimer,33106
113621520046154,"Sellyei Noémi - Fidesz-KDNP képviselőjelöltje, Göd 8. választókörzet",Sellyei Noémi,32562
406305670209771,Hydrogen Technologies Hungary Motortisztítás & DPF gépi tisztítás,Nagy Tamás,32540
1992543104404776,Momentum TizenX,Momentum Mozgalom,32488
733923476636885,Szatmáry Kristóf,Kristóf Szatmáry,32327
246722998817639,Rónai Sándor,Demokratikus Koalíció,32002
1917999545117733,Paradigma Intézet,Paradigma Intézet Nonprofit Kft.,31992
374287715993472,KlímavédDVelem,Lajtmann Csaba,31982
104752754753708,Fekete László,Új Világ Néppárt,31940
461099763986577,Szabó Szabolcs,Szabó Szabolcs,31861
1372750529476614,Demeter Márta,Zöld Média Ügynökség Kft.,31578
355633501941718,Neokohn,These ads ran without a disclaimer,31279
184890488198962,Bana Tibor,Bana Tibor,30951
372381983128618,LMP Érd,LMP - Magyarország Zöld Pártja,30754
1585110701539015,Bács István,Összefogás Egyesület,30663
2815282338546010,"Albitz Gábor önkormányzati képviselő, Diósd",Hisnyay-Heinzelmann Béla,30315
101789694531387,Mi Hazánk Mozgalom - Vác,These ads ran without a disclaimer,30207
780901898953189,Only One Genius,These ads ran without a disclaimer,29915
132593883577930,Dr. Keresztes László Lóránt,Dr. Keresztes László Lóránt - Zöld Média Ügynökség Kft.,29786
105932557473917,Külhoni Magyarok,Külhoni Magyarok,29677
2902591973149124,CÉL Egyesület - Tegyük Városunkat Naggyá,These ads ran without a disclaimer,29671
216317672082664,Spigiboy,Pintér András,29613
108395900927334,Kovács István,Kovács István Megafon,29570
115983833101623,Márky Marianna,Márky Marianna,29545
594088897289853,Alapjogokért Központ,These ads ran without a disclaimer,29231
529941717209471,Orbán Balázs,Orbán Balázs,29223
493136630866076,Szentendre Barátai,Kaiser György,29166
164061553749320,Nemzeti Televízió,Kiegyensúlyozott Médiáért Alapítvány,29098
161361167407820,Tuzson Bence,These ads ran without a disclaimer,28837
132601530109047,Eötvös Károly Közpolitikai Intézet / Eötvös Károly Policy Institute,Eötvös Károly Közpolitikai Intézet,28726
248172631940,Mandiner,Mandiner,28724
393280798168513,Érd Hírei,Martin Norbert,28610
206829842043,Rétvári Bence,These ads ran without a disclaimer,28474
