Page ID,Page Name,Disclaimer,Amount Spent (EUR),Number of Ads in Library
275406849257636,Savo-Karjalan Sosialidemokraatit,Timonen Tuomas Esa Tapani,757,17
1668637290051845,Wetteri Oy,These ads ran without a disclaimer,755,14
258281844219947,Säästöpankki Sparbanken,Säästöpankki Sparbanken,750,1
147547541961576,Council of the European Union,Council of the European Union,750,237
105056808012511,FIXIT - Suomi eroon EUsta,Suvi Ahonen,750,5
111304783586186,"Mats Perämaa, politiker",Mats Perämaa,746,17
1565547997020457,Vaasan,These ads ran without a disclaimer,746,1
805366246216189,Ingrid Zetterman,Ingrid Zetterman,740,11
8895898655,Rainforest Alliance,These ads ran without a disclaimer,740,1
309381625805373,Janne Kaisanlahti,Kaisanlahti Janne Kalervo,740,20
140130819391744,Niikko Mika,Mika Niikko,734,12
174572542564453,Seure Henkilöstöpalvelut,These ads ran without a disclaimer,730,5
1590714481237792,Amanda Pasanen,Amanda Pasanen,730,30
