"","x"
"3890","1428553287473760"
"3891","1428650334044854"
"3892","1428772184044302"
"3893","1428858680771788"
"3894","1428891030758573"
"3895","142902049082891"
"3896","1429107320635523"
"3897","1429107797322928"
"3898","1429238277289875"
"3899","1429518493958631"
"3900","1429518653955788"
"3901","1429626380669640"
"3902","142965026500972"
"3903","142967692998707"
"3904","1429699904022129"
"3905","142974495718169"
"3906","1429914920563493"
"3907","1429915187231620"
"3908","1430314647227814"
"3909","1430339007083668"
"3910","1430453657214052"
"3911","1430501343944560"
"3912","143057625724466"
"3913","1430590780496775"
"3914","1430687617186224"
"3915","143094405755149"
"3916","1430960217162185"
"3917","1431092387136668"
"3918","143140665862271"
"3919","143157099112168"
"3920","1432290966995003"
"3921","1432573856986159"
"3922","143261842194"
"3923","1432880970340867"
"3924","143303167656"
"3925","1433067633675602"
"3926","1433133016766839"
"3927","1433181573563213"
"3928","143333372396743"
"3929","143349226404386"
"3930","1433524006667098"
"3931","1433573900210648"
"3932","143378845861681"
"3933","1434447230188071"
"3934","143456819025728"
"3935","1434900080123368"
"3936","143504445664134"
"3937","1435049493448120"
"3938","1435118660095430"
"3939","1435166603369968"
"3940","1435252830105081"
"3941","143562685771500"
"3942","1435807363318685"
"3943","1435848109992880"
"3944","1435852153302619"
"3945","143641009117366"
"3946","1436426093249711"
"3947","1436550706597391"
"3948","143655455670113"
"3949","1436637103295196"
"3950","1436694263280462"
"3951","143685892339057"
"3952","143691465788450"
"3953","143716979054755"
"3954","143724732361016"
"3955","143756152905010"
"3956","1437676399589440"
"3957","143771795688415"
"3958","1438013249820378"
"3959","143820545693217"
"3960","1438537696399748"
"3961","143864669397505"
"3962","1438743356432124"
"3963","1439126736375740"
"3964","1439131106299682"
"3965","143916362941576"
"3966","1439302016284178"
"3967","1439778006254125"
"3968","1439911776232742"
"3969","1439957569594548"
"3970","143998618983723"
"3971","1440067232949163"
"3972","1440105136311907"
"3973","1440197006115766"
"3974","1440221842967162"
"3975","144031562276259"
"3976","1440334626199243"
"3977","144067269117001"
"3978","144080285758484"
"3979","144108509849460"
"3980","144127482309601"
"3981","144127752270611"
"3982","1441335976170831"
"3983","1441433702814654"
"3984","144147008954433"
"3985","1441662002729821"
"3986","144188562443964"
"3987","1441975055859776"
"3988","1442281879390484"
"3989","1442403166003237"
"3990","1442470486024831"
"3991","144273808967495"
"3992","1442808799090985"
"3993","144282316233368"
"3994","1442888842513797"
"3995","1442935579341947"
"3996","1443034062444200"
"3997","1443726005842569"
"3998","1443785129199112"
"3999","144380008933707"
"4000","144401278995249"
"4001","144426382263604"
"4002","1444591659180220"
"4003","144465028943351"
"4004","1444771925770062"
"4005","1444832942244877"
"4006","1444970962387572"
"4007","144499218971402"
"4008","144500357475"
"4009","144527089488"
"4010","1445317929104549"
"4011","1445448092361295"
"4012","144545275592460"
"4013","144549795586969"
"4014","1445586219041027"
"4015","144645708887214"
"4016","1446507272321030"
"4017","1446536545429987"
"4018","144654161843"
"4019","1446924335618254"
"4020","144707295590824"
"4021","1447073538898175"
"4022","1447133778911223"
"4023","144728552295443"
"4024","144733659602325"
"4025","1447352688816942"
"4026","1447497155481468"
"4027","1447649805544699"
"4028","1447777832155824"
"4029","1447781535451300"
"4030","14478020091"
"4031","1447842658809820"
"4032","1448006052123626"
"4033","144811206346407"
"4034","144821005614879"
"4035","1448264485404629"
"4036","1448420368787337"
"4037","1448847745374153"
"4038","144917329592746"
"4039","1449284915381234"
"4040","1449436672016362"
"4041","144954842271188"
"4042","144955505526463"
"4043","144986545155"
"4044","1449893835254108"
"4045","1449917045144695"
"4046","1450087641770665"
"4047","1450128278551349"
"4048","1450157228578354"
"4049","1450259805246166"
"4050","1450331058524261"
"4051","1450791131808117"
"4052","1450827251701548"
"4053","1451376028412024"
"4054","1451477971787433"
"4055","1451563805111255"
"4056","1451722481533670"
"4057","1452011378362017"
"4058","145203809517773"
"4059","1452090805046921"
"4060","1452133531486822"
"4061","145214795544742"
"4062","1452565524958396"
"4063","1452597921720219"
"4064","1452632708336329"
"4065","145265965535213"
"4066","1452780184793248"
"4067","145304793041849"
"4068","145308568865769"
"4069","145323542269511"
"4070","1453276234788287"
"4071","145329992215815"
"4072","1453365804906288"
"4073","145352222182513"
"4074","1453703674902377"
"4075","1453805024738521"
"4076","1453996581491015"
"4077","1454333274894957"
"4078","1454505964683925"
"4079","1454604608109285"
"4080","1454681488083953"
"4081","1454735388160678"
"4082","1455014294638237"
"4083","1455131434721856"
"4084","145515688966492"
"4085","145517592651789"
"4086","1455633574672869"
"4087","145583185823428"
"4088","1455845368064242"
"4089","145592498795701"
"4090","145597762228825"
"4091","1456279681350421"
"4092","1456367624654247"
"4093","1456419558019160"
"4094","145671124881"
"4095","145686458855735"
"4096","1457068294562831"
"4097","1457085264508768"
"4098","145714592906780"
"4099","1457176817905225"
"4100","145751698819583"
"4101","1457555697852444"
"4102","1457857007567953"
"4103","1457926257795252"
"4104","1458035847741432"
"4105","1458354184437993"
"4106","145869572280691"
"4107","1458995217694737"
"4108","1459140487653544"
"4109","1459315677689969"
"4110","1459538714294469"
"4111","1459601224346040"
"4112","145963782413441"
"4113","1459898434295068"
"4114","1459991487595223"
"4115","1460093784296123"
"4116","146049022108085"
"4117","146049068749703"
"4118","1460571894265803"
"4119","1460680063951689"
"4120","1460910664032162"
"4121","146097669338683"
"4122","146108975400840"
"4123","146122948807833"
"4124","1461373607304728"
"4125","1461377154117342"
"4126","1461534750733248"
"4127","1461709024050197"
"4128","146187462238410"
"4129","1461961700773997"
"4130","146201658812226"
"4131","1462204054018643"
"4132","1462467000664531"
"4133","1462957374004775"
"4134","146338632203973"
"4135","1463779730520918"
"4136","1463911413626797"
"4137","1464024763918594"
"4138","146427908881902"
"4139","146438785480664"
"4140","146447342139540"
"4141","146453833478"
"4142","1464683640528359"
"4143","1464734340450562"
"4144","146474146009071"
"4145","1465020017066339"
"4146","146512738892533"
"4147","1465194546925334"
"4148","146532142114269"
"4149","1465600060405329"
"4150","146578078706329"
"4151","1465792233677604"
"4152","1465795837014483"
"4153","146602242069785"
"4154","1466091696784767"
"4155","146619902555344"
"4156","146623778705106"
"4157","1466486327006131"
"4158","146655395680362"
"4159","1466582986968628"
"4160","1466603253559526"
"4161","1466809180000150"
"4162","146686465348040"
"4163","146699318853885"
"4164","146712009374552"
"4165","1467181276866442"
"4166","1467418970166506"
"4167","146748925343154"
"4168","1467657193556609"
"4169","1467986946803100"
"4170","1468060030182330"
"4171","146835005410015"
"4172","146916539806"
"4173","146921572128408"
"4174","146947498681487"
"4175","1469610256621123"
"4176","1469910760001090"
"4177","1470352486616405"
"4178","1470459733233293"
"4179","1470485096530881"
"4180","147068482118539"
"4181","147084478668777"
"4182","1470883313203156"
"4183","147100482691780"
"4184","147109595355254"
"4185","147136549144894"
"4186","147146568649219"
"4187","1471469199774585"
"4188","147166706140048"
"4189","147174679238179"
"4190","1471975916447505"
"4191","1472009059695481"
"4192","147223375440897"
"4193","1472281069715651"
"4194","1472343986361738"
"4195","1472368726416137"
"4196","1472705119640610"
"4197","147316752648731"
"4198","147347808656764"
"4199","1473484819538248"
"4200","1473834012883264"
"4201","1474035399518584"
"4202","147416461965256"
"4203","147450575291997"
"4204","1474794785988173"
"4205","1475272182780528"
"4206","147540891978571"
"4207","147547541961576"
"4208","1475489046003379"
"4209","147561328640812"
"4210","1475619582764870"
"4211","147561962001281"
"4212","1475671949349155"
"4213","147587258630249"
"4214","147620922532"
"4215","147633985979116"
"4216","1476381892468784"
"4217","147658118639416"
"4218","1476612932380077"
"4219","147672065396607"
"4220","1477007435656525"
"4221","147722648491"
"4222","1477251852486946"
"4223","147772805659767"
"4224","1477795509184760"
"4225","1478170199130852"
"4226","1478288782430817"
"4227","1478372329118966"
"4228","1478451495510930"
"4229","147848568741276"
"4230","1478522815530132"
"4231","147852898591155"
"4232","1478794985680451"
"4233","147879688743489"
"4234","1478881592441809"
"4235","147894618876725"
"4236","147915195272417"
"4237","1479344942348052"
"4238","1479771345653398"
"4239","1480028655630767"
"4240","1480269672246339"
"4241","1480312458687365"
"4242","148048445345481"
"4243","148053968625131"
"4244","1480604288895159"
"4245","148073655244830"
"4246","1480775885502290"
"4247","1481260245418808"
"4248","1481267218803556"
"4249","148151451863144"
"4250","1481733815487916"
"4251","1481743381888589"
"4252","1481769208761225"
"4253","1481787258721235"
"4254","1481965412047542"
"4255","148243776026237"
"4256","148282971883063"
"4257","1483024448589089"
"4258","148326242368088"
"4259","148358945290581"
"4260","148387219090644"
"4261","148417781855886"
"4262","1484201888555444"
"4263","148429941847666"
"4264","1484491131869529"
"4265","1484746431743125"
"4266","148491501871040"
"4267","148503605321490"
"4268","1485076871794380"
"4269","1485201818405979"
"4270","148567191922898"
"4271","148585028534999"
"4272","148597481866190"
"4273","148644471857321"
"4274","1486518781559693"
"4275","1486617638225229"
"4276","148726998530273"
"4277","148731738515740"
"4278","1487319541548619"
"4279","1488123424737762"
"4280","148832545795028"
"4281","1488420968146640"
"4282","1488573924691634"
"4283","148868829006571"
"4284","148900938515423"
"4285","148903531803631"
"4286","1489156124450137"
"4287","1489158561337371"
"4288","1489320827982521"
"4289","148947885200320"
"4290","148987418632123"
"4291","148993498505135"
"4292","1490206017962980"
"4293","149065065103747"
"4294","149065611797568"
"4295","149066685171508"
"4296","1490703454530366"
"4297","149081279225852"
"4298","1490864224512523"
"4299","149114541839229"
"4300","1491285471125054"
"4301","149140111838772"
"4302","1491699237825651"
"4303","149178738428580"
"4304","149179815186721"
"4305","1492479504326135"
"4306","1492488504332032"
"4307","1492601647681902"
"4308","1492627377674758"
"4309","149270358678"
"4310","149277595117860"
"4311","149368281915233"
"4312","149374912345963"
"4313","1493880450850005"
"4314","1494252654172413"
"4315","1494491854096409"
"4316","149453872358870"
"4317","1494602434090797"
"4318","1495199624026639"
"4319","1495224507399671"
"4320","1495456400467575"
"4321","1495475640675068"
"4322","1495636290691848"
"4323","149595231718129"
"4324","1496058470667997"
"4325","149631551730508"
"4326","149669878510851"
"4327","149671858392184"
"4328","1496791343664981"
"4329","149719022158909"
"4330","149741115225705"
"4331","1497539107159015"
"4332","149779741759464"
"4333","1497847033801322"
"4334","1498149113813076"
"4335","1498156940497116"
"4336","149816061868424"
"4337","1498302383777305"
"4338","1498362597140557"
"4339","1498409580204044"
"4340","149846575656180"
"4341","149871337782"
"4342","1499759610320321"
"4343","1499773046903542"
"4344","149979188955749"
"4345","1499808146899551"
"4346","1499838286989553"
"4347","1500023256884747"
"4348","1500327220291402"
"4349","150042131851386"
"4350","1500994903503163"
"4351","1501081603517551"
"4352","1501466030106018"
"4353","150154625109581"
"4354","1501572253458846"
"4355","150166408432542"
"4356","1501859650125625"
"4357","150219742265121"
"4358","150234575797"
"4359","150245161704253"
"4360","150259975018869"
"4361","150262405149774"
"4362","150269422347980"
"4363","150269921700505"
"4364","150287865125467"
"4365","150291295093342"
"4366","150320575050261"
"4367","1503270366651525"
"4368","150368418323248"
"4369","1503817353273435"
"4370","150412465290475"
"4371","150415618329074"
"4372","1504317496552975"
"4373","1504538346505678"
"4374","1504547499764434"
"4375","150472268342271"
"4376","150480805043795"
"4377","1505198643073430"
"4378","150526214995429"
"4379","150527751674751"
"4380","1505329693048179"
"4381","1505520436439498"
"4382","1505572822833771"
"4383","1506025182942351"
"4384","150605885088629"
"4385","1506072209651281"
"4386","150612268321966"
"4387","150623338441911"
"4388","150636586500702"
"4389","150646191784125"
"4390","150663838863003"
"4391","150674111712306"
"4392","1506788009337272"
"4393","1506811429602210"
"4394","150683938432857"
"4395","1507027312953591"
"4396","150705241982353"
"4397","150709471667508"
"4398","1507489926235391"
"4399","1507511482823083"
"4400","15078244418"
"4401","150862338924727"
"4402","150873051654314"
"4403","1508973446084729"
"4404","1509050235995572"
"4405","150932761651575"
"4406","1509344156054331"
"4407","1509359005962032"
"4408","1509476925970053"
"4409","150956650459"
"4410","150977208365420"
"4411","150980231653371"
"4412","1509877552632496"
"4413","1510130265909561"
"4414","151043172169156"
"4415","1510616335910928"
"4416","1510619875899132"
"4417","1510633699202282"
"4418","1511098405770694"
"4419","1512067898874085"
"4420","1512184872403394"
"4421","1512454475497915"
"4422","1512459202315535"
"4423","151246495074624"
"4424","151299025822248"
"4425","151301751672763"
"4426","151304448296471"
"4427","1513135758963763"
"4428","1513407635609017"
"4429","151376741644253"
"4430","1513913028938636"
"4431","151432455549316"
"4432","1514375505527442"
"4433","1514760912172050"
"4434","1514783848781215"
"4435","1514936925398891"
"4436","151496594943131"
"4437","1515031122044487"
"4438","151504685396738"
"4439","1515563638675722"
"4440","151591815011385"
"4441","151599804870967"
"4442","1516035208677435"
"4443","151606578378572"
"4444","1516172942029028"
"4445","1516461125324107"
"4446","1516662468574808"
"4447","151678198131"
"4448","1516836921924490"
"4449","1517258098311666"
"4450","151766691678928"
"4451","151771805175381"
"4452","151774081549348"
"4453","1517911315104920"
"4454","1518020588484070"
"4455","1518209668399634"
"4456","1518418778488335"
"4457","1518477225069020"
"4458","151872571563946"
"4459","1518748335064476"
"4460","151876981526792"
"4461","1518977018364329"
"4462","151911121586129"
"4463","151949161505233"
"4464","151967014990793"
"4465","1520205331553514"
"4466","1520750471388984"
"4467","1520837368213581"
"4468","152119081518597"
"4469","1521530528151337"
"4470","152167088159754"
"4471","1522202731410785"
"4472","1522389011145703"
"4473","1522671267982609"
"4474","1522806884690069"
"4475","152305051446854"
"4476","152313778157632"
"4477","1523303881287229"
"4478","152343835431692"
"4479","1523833891223465"
"4480","1523880847625605"
"4481","152388498253340"
"4482","152435711633527"
"4483","152448264829016"
"4484","152543404772052"
"4485","1525847237696682"
"4486","152603821504784"
"4487","152607568138726"
"4488","152650658523697"
"4489","152663658248751"
"4490","1526714420947462"
"4491","152685888671384"
"4492","152685908120740"
"4493","152725214743982"
"4494","1527271330697247"
"4495","152813273042"
"4496","1528281827459641"
"4497","1528282474057813"
"4498","1528582510743731"
"4499","1528824154099716"
"4500","1528860504081741"
"4501","152917208453419"
"4502","152921524742838"
"4503","152934608113175"
"4504","1529589427269654"
"4505","1529652663954613"
"4506","1529775913927445"
"4507","152998148120032"
"4508","153005544821843"
"4509","1530277467215488"
"4510","1530361350560944"
"4511","153053741439018"
"4512","1530565617204173"
"4513","1530584447184394"
"4514","153085778085902"
"4515","153098244704447"
"4516","1531303130520133"
"4517","1531492730401344"
"4518","153150404966"
"4519","1531544893761737"
"4520","153187291359415"
"4521","1531941893728704"
"4522","153194577050"
"4523","1532055887085177"
"4524","1532386823665184"
"4525","153259162104191"
"4526","153260935350160"
"4527","1532652653701267"
"4528","1532665740317736"
"4529","153280254743848"
"4530","1533332146892620"
"4531","153347971489"
"4532","1533829256835197"
"4533","153398965289347"
"4534","153430294762818"
"4535","1534326790224898"
"4536","153445464670787"
"4537","153450038061323"
"4538","153467308073688"
"4539","1534682943444716"
"4540","153503721991788"
"4541","153514488025232"
"4542","1535311413448886"
"4543","1535351666717897"
"4544","1535441496713266"
"4545","1535510530084119"
"4546","153553498015935"
"4547","1535636663347432"
"4548","1536303023254158"
"4549","1536468036682476"
"4550","153685748620715"
"4551","1537030116523032"
"4552","1537300629874180"
"4553","153733904658648"
"4554","153806814675112"
"4555","1538365726433705"
"4556","153877048013945"
"4557","153895211316787"
"4558","1539059469719876"
"4559","1539076396126259"
"4560","1539402599615918"
"4561","153950617975422"
"4562","153970597959268"
"4563","1539774576306980"
"4564","154015121740225"
"4565","1540152786230577"
"4566","1540242899540788"
"4567","154055784627181"
"4568","1540766292809012"
"4569","154079088364952"
"4570","154083674654143"
"4571","1541137256210021"
"4572","1541413339429015"
"4573","1541478356138260"
"4574","1541572099246696"
"4575","1541763036097499"
"4576","154226984729277"
"4577","154238468572748"
"4578","1542423375784502"
"4579","1542526625998509"
"4580","154256701288026"
"4581","1542583705795898"
"4582","154309087972213"
"4583","1543351029281849"
"4584","154369674717313"
"4585","154395514626934"
"4586","1544054002507675"
"4587","154435462118548"
"4588","154454721270394"
"4589","154456451319810"
"4590","1544601488897440"
"4591","154474511284896"
"4592","1544825655835869"
"4593","1544853645606767"
"4594","1544920055791567"
"4595","154507768394620"
"4596","1545109509120245"
"4597","154514014589365"
"4598","154533721332462"
"4599","1545804482221870"
"4600","154606807934565"
"4601","154616807805"
"4602","154654377881669"
"4603","1546579695614191"
"4604","1546596082238457"
"4605","1547125592250490"
"4606","1547534802182236"
"4607","154769042116983"
"4608","1547881808869530"
"4609","154802178551076"
"4610","154822001250798"
"4611","1548480095411486"
"4612","154856565175913"
"4613","1548601745394948"
"4614","154875871195800"
"4615","1549073781993174"
"4616","1549267601806434"
"4617","154931417914192"
"4618","154949837922079"
"4619","1549545021943267"
"4620","154956994679599"
"4621","1549700775296338"
"4622","1549820328632775"
"4623","1550061501790606"
"4624","1550368535216198"
"4625","155058904518825"
"4626","1550676995174493"
"4627","1550711321832036"
"4628","1550885505000270"
"4629","1551002341778947"
"4630","155120071294454"
"4631","1551879298397654"
"4632","155195848524109"
"4633","1552212428433190"
"4634","155281094543800"
"4635","1552872291595756"
"4636","1553228611596899"
"4637","1553554041540601"
"4638","1553944598209170"
"4639","1554045751538652"
"4640","1554709478144624"
"4641","1555009218088672"
"4642","155505491315866"
"4643","155509884507933"
"4644","155527367823678"
"4645","1555318504529702"
"4646","1555390181346770"
"4647","1555488738015639"
"4648","1555518121383424"
"4649","1555550338095423"
"4650","1556105601317613"
"4651","1556452621295375"
"4652","1556582011317026"
"4653","1556903897946498"
"4654","155752517828501"
"4655","1557562174501195"
"4656","1557605597883851"
"4657","155763541100403"
"4658","155785394464556"
"4659","1557916254516753"
"4660","1557956091147559"
"4661","1558106237816238"
"4662","155821404588906"
"4663","155821694578605"
"4664","1558224764497517"
"4665","1558516437749530"
"4666","1558675901066820"
"4667","155877451121901"
"4668","155881261174460"
"4669","155901374597654"
"4670","1559060601030590"
"4671","1559225897625340"
"4672","1559419040997492"
"4673","155950644531451"
"4674","155956504541781"
"4675","1559812834288782"
"4676","1559827117579082"
"4677","155986611114500"
"4678","1559881444240989"
"4679","155999571265763"
"4680","156007684488708"
"4681","1560350094224336"
"4682","1560451080922509"
"4683","1561212917518503"
"4684","156155281149864"
"4685","1561655447470490"
"4686","156170924737138"
"4687","1562008267209505"
"4688","1562050650677819"
"4689","1562103247383775"
"4690","156215317771334"
"4691","1562178404024823"
"4692","156288854392108"
"4693","156298131645410"
"4694","1563025950687259"
"4695","156304484388194"
"4696","1563137543927183"
"4697","1563177490634307"
"4698","1563192660601703"
"4699","1563356257213073"
"4700","1563516727242105"
"4701","1563759740356396"
"4702","1563931520502821"
"4703","156395481064391"
"4704","156403684375789"
"4705","1564259143797185"
"4706","1564541583799603"
"4707","1565031267093821"
"4708","156534384397754"
"4709","1565345126820724"
"4710","156559267857740"
"4711","156566087714917"
"4712","1565906320306705"
"4713","1566276376993897"
"4714","1566298513632989"
"4715","156645444447910"
"4716","1566770296920759"
"4717","1566879106896612"
"4718","1567016376653890"
"4719","1567510656812562"
"4720","1568043986742249"
"4721","1568154816816057"
"4722","156817331072965"
"4723","1568247196820750"
"4724","156828357681126"
"4725","156839244392425"
"4726","156844567712714"
"4727","1568568360026329"
"4728","1568652989915658"
"4729","1568757030079109"
"4730","1569314583329364"
"4731","156982520361"
"4732","156986107652323"
"4733","157032181051266"
"4734","157048871671513"
"4735","157051131011445"
"4736","1570578546528034"
"4737","1570718999843520"
"4738","1570838163137738"
"4739","1570853669894501"
"4740","1571327416439524"
"4741","157135178325014"
"4742","1571353656411671"
"4743","1571399669750639"
"4744","1571626406298400"
"4745","157182081144319"
"4746","1572038039692805"
"4747","1572312559647154"
"4748","1572353656333613"
"4749","1572653312978362"
"4750","157291690969737"
"4751","157302824319973"
"4752","1573036646252079"
"4753","1573094603017180"
"4754","157310352757043"
"4755","1573296432977036"
"4756","1573385822939865"
"4757","157341657622912"
"4758","157342181127991"
"4759","157368774309382"
"4760","1573776262872776"
"4761","1574380602650271"
"4762","157458232131"
"4763","1574840629433114"
"4764","157504851851399"
"4765","1575409859416376"
"4766","1575466472715568"
"4767","157574057641898"
"4768","1575909412626516"
"4769","157596997722759"
"4770","157601240707"
"4771","157611294349170"
"4772","157611834294301"
"4773","157612574339357"
"4774","157614802920"
"4775","1576164215958256"
"4776","157632168164921"
"4777","1576409225728380"
"4778","157667034266266"
"4779","1576711892460949"
"4780","157671251089913"
"4781","1577145262564024"
"4782","157739524296696"
"4783","1577598732458905"
"4784","157833864270197"
"4785","157857260940620"
"4786","1578699972411102"
"4787","157914247936756"
"4788","1579317238749697"
"4789","1580098932229982"
"4790","1580540041983231"
"4791","158106970909089"
"4792","1581406692071956"
"4793","1581415685433813"
"4794","1581518611867021"
"4795","1581576412090090"
"4796","1581629742100435"
"4797","158178084240185"
"4798","158210327539830"
"4799","158239227647798"
"4800","158240861546849"
"4801","1582515785307351"
"4802","1583076535046827"
"4803","1583151551934562"
"4804","1584646591763647"
"4805","158486358089262"
"4806","1585072555117186"
"4807","1585170161775563"
"4808","1585243028421258"
"4809","1586027928298600"
"4810","158610284647898"
"4811","158614034613"
"4812","1586557444966728"
"4813","158663747533894"
"4814","158666530853631"
"4815","1586727111625119"
"4816","1586881681575292"
"4817","158717724139885"
"4818","1587252738154684"
"4819","1587327844840531"
"4820","158757490835969"
"4821","1587678041519354"
"4822","1588069334750415"
"4823","1588177011437260"
"4824","158825424204566"
"4825","1588308518071269"
"4826","158877910847285"
"4827","158922797564479"
"4828","158941998037686"
"4829","1589678597977374"
"4830","1589760981258549"
"4831","158976480761"
"4832","1589959457924096"
"4833","1590115447947153"
"4834","1590486400974522"
"4835","1590509731203726"
"4836","159069494611423"
"4837","1590734477877327"
"4838","1590739371167513"
"4839","1591064320993056"
"4840","1591541744396314"
"4841","1591600214390553"
"4842","1591670624426457"
"4843","1592258327708712"
"4844","159232771454116"
"4845","159249234115841"
"4846","159259457556979"
"4847","1592660281028385"
"4848","1592860820974499"
"4849","159305510886413"
"4850","1593088050974665"
"4851","1593200084264586"
"4852","159346510813300"
"4853","159383957136"
"4854","159407334910426"
"4855","1594515857506891"
"4856","1594532404143077"
"4857","159463220781780"
"4858","159469567405810"
"4859","159481287409444"
"4860","1595121247382392"
"4861","159513904100440"
"4862","1595269854105179"
"4863","1595303314062669"
"4864","159546574381832"
"4865","159556260745562"
"4866","1595631434033569"
"4867","1595864210648713"
"4868","159598554090448"
"4869","159670677391384"
"4870","159683230832657"
"4871","1597388380496673"
"4872","159743017382462"
"4873","1597655450337917"
"4874","1597688390457410"
"4875","1597713690525854"
"4876","1597991967123037"
"4877","1598333033752067"
"4878","1598361623791979"
"4879","1598796167053270"
"4880","159890030696028"
"4881","159920227385629"
"4882","1599226510296139"
"4883","159935454034044"
"4884","1599567686979621"
"4885","159958780695093"
"4886","1600429670027154"
"4887","160077384026481"
"4888","1601081896839015"
"4889","1601232450145555"
"4890","160155164056854"
"4891","1602372029980969"
"4892","160241124057290"
"4893","1602563209957356"
"4894","160258314028227"
"4895","1602662696420915"
"4896","1602898293365755"
"4897","160296047813804"
"4898","1602967766584654"
"4899","1603193216419322"
"4900","160356008215406"
"4901","1603683689932871"
"4902","1603748553235279"
"4903","160389004118249"
"4904","1604039079717231"
"4905","160406350666170"
"4906","1604279433235182"
"4907","1604393142995063"
"4908","1604502423155684"
"4909","1604790526203933"
"4910","160484100791429"
"4911","160486680772900"
"4912","160488060781842"
"4913","1604977186407940"
"4914","160503844127741"
"4915","160505204050427"
"4916","160531500656482"
"4917","1605794783042267"
"4918","160614340785036"
"4919","1606377889625644"
"4920","1606392896241648"
"4921","160652444078120"
"4922","1606596082927496"
"4923","1606728649568775"
"4924","160675784444592"
"4925","160705637324870"
"4926","1607080406252598"
"4927","160734997664367"
"4928","1607444982846074"
"4929","1607542919475953"
"4930","1607607649484306"
"4931","1607812489458715"
"4932","160786910796178"
"4933","160822027305985"
"4934","1608245282744484"
"4935","1608372752744658"
"4936","1608463192727453"
"4937","1608617832736130"
"4938","160923090658176"
"4939","1609673209246599"
"4940","161023414576907"
"4941","1610509532530931"
"4942","161057677319663"
"4943","161086337290646"
"4944","161091964101674"
"4945","161098417272968"
"4946","1611237812488742"
"4947","1611536255814683"
"4948","161185837821248"
"4949","1612373492325952"
"4950","161237944026605"
"4951","1612500949050665"
"4952","161252453921396"
"4953","1613592062238122"
"4954","161396423900274"
"4955","161461227218030"
"4956","161469323948491"
"4957","161469523909600"
"4958","161524687249992"
"4959","1615407122058796"
"4960","1615520988700439"
"4961","1615668685326149"
"4962","1615857282023967"
"4963","161623167752292"
"4964","1616417678586264"
"4965","161659869908"
"4966","161672137284469"
"4967","161680180638083"
"4968","161686777385"
"4969","161713004667255"
"4970","161749447206517"
"4971","1617502105155174"
"4972","1617700101837646"
"4973","161771220537801"
"4974","1617858095113008"
"4975","161790827804214"
"4976","1617996528483345"
"4977","161801967707312"
"4978","1618119405155120"
"4979","1618410401798691"
"4980","1618830058396762"
"4981","1618839061662718"
"4982","161886530560371"
"4983","161894913834311"
"4984","1618973948391157"
"4985","161929783920704"
"4986","161935043870264"
"4987","1619518141658139"
"4988","1619696328307426"
"4989","162027803858910"
"4990","1620493541499991"
"4991","162055793818881"
"4992","1621214281448428"
"4993","1621360578150794"
"4994","162176610571982"
"4995","1621833981386355"
"4996","1622018661360930"
"4997","162205823976077"
"4998","162212757160066"
"4999","162226527741315"
"5000","1622296728007179"
"5001","1622663621300899"
"5002","162285930483712"
"5003","1622890857969683"
"5004","162339897272149"
"5005","162342593822009"
"5006","162344173795276"
"5007","1623617901199501"
"5008","162382360480711"
"5009","162424471000792"
"5010","1624245034513280"
"5011","162461360451180"
"5012","1624764627827202"
"5013","1624866164435623"
"5014","1624938880972313"
"5015","162499363939852"
"5016","162503723763341"
"5017","162576897127925"
"5018","1625929907731655"
"5019","162596021102881"
"5020","162657480465"
"5021","1626838220872399"
"5022","1626881340943428"
"5023","1626966657517271"
"5024","162707793881819"
"5025","1627212914262311"
"5026","162757077095963"
"5027","1627713740845969"
"5028","1628023520823761"
"5029","1628132590757501"
"5030","1628174237450303"
"5031","1628219387403603"
"5032","162843287205735"
"5033","162865337242691"
"5034","1628988897327599"
"5035","1629334987319780"
"5036","162946157744417"
"5037","16301530829"
"5038","1630617887227610"
"5039","1630755797146028"
"5040","163109954176723"
"5041","1631288723808655"
"5042","1631381097148097"
"5043","1631423107118782"
"5044","1631452517149430"
"5045","163150430370872"
"5046","1631641157097374"
"5047","1631684917126244"
"5048","163171361031122"
"5049","163179013855806"
"5050","163186777045684"
"5051","1631912867025017"
"5052","163202271003017"
"5053","1632307106990705"
"5054","1633054980268917"
"5055","1633118270263659"
"5056","1633295256959238"
"5057","163331797013616"
"5058","1633487580289494"
"5059","1633574823565051"
"5060","163374237645260"
"5061","163378264319734"
"5062","1633902430201515"
"5063","163390633713505"
"5064","163397101068445"
"5065","1633975010236193"
"5066","163416730379674"
"5067","163449818290"
"5068","163518263723251"
"5069","163526842056975"
"5070","1635570190048987"
"5071","163569713685653"
"5072","1635776676646240"
"5073","163601217178420"
"5074","1636530993247207"
"5075","163688100429588"
"5076","1637070759933729"
"5077","163712260340557"
"5078","1637210543157734"
"5079","163733000800699"
"5080","1637590669794499"
"5081","1637701613185719"
"5082","163780620411469"
"5083","1637992499775432"
"5084","163878463633817"
"5085","1638959409678563"
"5086","1638965259687442"
"5087","1639081349640194"
"5088","163920643812298"
"5089","1639953906261860"
"5090","164027949687"
"5091","164033833803322"
"5092","164045533631557"
"5093","164049680288160"
"5094","164052327032637"
"5095","1640568576016935"
"5096","164071063643585"
"5097","1640826309506415"
"5098","164121490900686"
"5099","164123927360388"
"5100","164146976913"
"5101","164147113624390"
"5102","1641629709208025"
