Page ID,Page Name,Disclaimer,Amount Spent (EUR),Number of Ads in Library
204245693255250,Personaliuudised.ee,Personaliuudised.ee,114,8
671308106236480,Eesti Konservatiivne Rahvaerakond,These ads ran without a disclaimer,114,2
117593944980769,Jevgeni Ossinovski,Jevgeni Ossinovski,114,10
262020364316687,Karl Sander Kase,Kase Karl Sander,113,7
109023280756491,Írdalá.hu,These ads ran without a disclaimer,111,2
1051724328352386,Tõnis Liinat,Eesti Keskerakond,107,14
116578442339818,NATO Battlegroup Estonia,These ads ran without a disclaimer,107,2
182753058516252,Elektrum Eesti,These ads ran without a disclaimer,107,1
223092011815453,Urmas Paet,These ads ran without a disclaimer,105,5
107561782596489,My Helsinki,These ads ran without a disclaimer,105,2
183255588365012,Henn Põlluaas,These ads ran without a disclaimer,105,2
251447432192206,Ülestunnistus,These ads ran without a disclaimer,103,2
354663447900151,Eesti Erametsaliit,MTÜ Eesti Erametsaliit,101,12
109040300747706,Kasvaja.net,Aleksei Habarov,≤100,1
141202956796859,Kaitseminister Kalle Laanet,Reformierakond,≤100,1
205597239493153,Eesti Noorteühenduste Liit - Noored Otsustajad,Eesti Noorteühenduste Liit (ENL),≤100,5
111935950201427,Kampai,Noblessneri Izakaya OÜ,≤100,6
105895634503238,Karjäärileht.ee,Karjäärileht.ee,≤100,2
351693045420284,Jüri Luik,Isamaa erakond,≤100,1
105110117830764,Sõnavabadus,MTÜ Usun Sõnavabadusse,≤100,2
2012394932389774,Triin Saag,These ads ran without a disclaimer,≤100,4
333760103715594,Keila linna Reformierakond,Eesti Reformierakond,≤100,4
227881197544855,EAS - Enterprise Estonia,EAS- Enterprise Estonia,≤100,2
286121050300,Eesti Roheline Liikumine,Eesti Roheline Liikumine,≤100,2
1451467634864322,Tartu sotsiaaldemokraadid,Tartu sotsiaaldemokraadid,≤100,6
123545735704017,Nature And Man,These ads ran without a disclaimer,≤100,2
761617300679193,Новости Таллинна,Tallinna linn,≤100,5
1777496589189799,Kersti Kaljulaid,These ads ran without a disclaimer,≤100,2
