Page ID,Page Name,Disclaimer,Amount Spent (EUR),Number of Ads in Library
668031516635463,Européens Sans Frontières,These ads ran without a disclaimer,≤100,4
178362315106,European Parliament,These ads ran without a disclaimer,≤100,9
115311915151322,Kulturfabrik Esch-sur-Alzette,These ads ran without a disclaimer,≤100,1
240966039259839,Slush,These ads ran without a disclaimer,≤100,164
1428984444014381,IU Luxemburgo,These ads ran without a disclaimer,≤100,4
1302519973192473,Buderus Luxembourg,These ads ran without a disclaimer,≤100,3
411450196264363,Titan Power+,These ads ran without a disclaimer,≤100,5
111947206814904,Piraten Mertert - Waasserbëlleg,These ads ran without a disclaimer,≤100,2
7783116506,Animals Asia,These ads ran without a disclaimer,≤100,196
1200628696729901,Lenovo Data Center EMEA,These ads ran without a disclaimer,≤100,1
402717453097986,ErwuesseBildung,These ads ran without a disclaimer,≤100,1
111458302352361,Porminho,These ads ran without a disclaimer,≤100,2
1120039184705967,Panda Tea,These ads ran without a disclaimer,≤100,6
959852750710829,Invisible Media,These ads ran without a disclaimer,≤100,2
1573291612962183,ANIL,These ads ran without a disclaimer,≤100,2
816074091903635,Comme Avant,These ads ran without a disclaimer,≤100,35
132361080159926,Rosa Lëtzebuerg,Rosa Lëtzebuerg ASBL,≤100,1
152405401483982,Orange,These ads ran without a disclaimer,≤100,1
102845381787757,DP - Fraktioun,These ads ran without a disclaimer,≤100,1
228616393863622,Théâtre National du Luxembourg - TNL,These ads ran without a disclaimer,≤100,1
111769982222609,Revue - De Magazin fir Lëtzebuerg,These ads ran without a disclaimer,≤100,1
102261041641612,Dr. Sidi S. Koné,These ads ran without a disclaimer,≤100,6
159062847459729,EUROPA-Galerie Saarbrücken,These ads ran without a disclaimer,≤100,2
110481694032383,Ally Book Club,These ads ran without a disclaimer,≤100,2
841035775959950,Coca-Cola,These ads ran without a disclaimer,≤100,1
1812606379035565,USR Diaspora Luxemburg,These ads ran without a disclaimer,≤100,4
115366836686423,RegrowAustralia,These ads ran without a disclaimer,≤100,299
364938233557661,LSAP Beetebuerg,These ads ran without a disclaimer,≤100,1
231839814316073,Dan Kersch,These ads ran without a disclaimer,≤100,1
540847962723425,Dth Ogbl,These ads ran without a disclaimer,≤100,1
1468374576577849,Vins & Crémants Luxembourg,These ads ran without a disclaimer,≤100,1
