Page ID,Page Name,Disclaimer,Amount Spent (DKK),Number of Ads in Library
343612709576114,Kristendemokraterne i Esbjerg,These ads ran without a disclaimer,≤100,1
1945815592374898,Lifestyle Cafe,These ads ran without a disclaimer,≤100,1
676088792837732,Nyt Næstved,These ads ran without a disclaimer,≤100,1
439927529458334,Helsinge Realskole,These ads ran without a disclaimer,≤100,1
171907782895986,Byrådsmedlem Tage Nielsen,These ads ran without a disclaimer,≤100,1
215204092326768,Charlotte Vindeløv,These ads ran without a disclaimer,≤100,1
1634422520162367,Højen,These ads ran without a disclaimer,≤100,1
153089691415060,SF i Vejle,These ads ran without a disclaimer,≤100,1
102820588129135,Hathor,These ads ran without a disclaimer,≤100,1
255662998253921,Nils Sjøberg,Jakob Skyggebjerg Kjær,≤100,1
117612356826889,Nichlas Nymann - Dansk Folkeparti,Nichlas Arne Nymann Andersson,≤100,1
278081365712352,Stephan Kleinschmidt,These ads ran without a disclaimer,≤100,1
102746017754316,Slank og wellness,Tina Kristensen,≤100,1
462554944117023,Jeppe Fransson,Fransson Jeppe Rohde,≤100,1
355083705048259,Gunner Poulsen,These ads ran without a disclaimer,≤100,1
479130822166953,Business Djursland,These ads ran without a disclaimer,≤100,1
223915337749386,De Tredive Musketerer,These ads ran without a disclaimer,≤100,1
442170489885072,Læringshuset i Nærheden,These ads ran without a disclaimer,≤100,1
207054799471707,Natasha Stenbo Enetoft - Byrådsmedlem Gribskov,These ads ran without a disclaimer,≤100,1
1558938364423761,Nye Borgerlige i Lyngby-Taarbæk,Nye Borgerlige i Lyngby-Taarbæk,≤100,1
101337434960672,Tina Beck-Nilsson,Tina Beck-Nilsson,≤100,1
1477623802462148,Martin Rask Olsen,These ads ran without a disclaimer,≤100,1
1848405342069508,Jarl Sabroe - Socialdemokratiet,These ads ran without a disclaimer,≤100,1
437842259748032,Alternativet - Varde Kommune,Alternativet Varde Kommune,≤100,1
571211673345550,People Of 2050,These ads ran without a disclaimer,≤100,1
347817498673199,"Marie Louise Christensen - Venstre, Køge",Marie Louise Christensen,≤100,1
368663840258298,Alternativet Norddjurs,These ads ran without a disclaimer,≤100,1
867412486698276,Tonny Jensen - NytGribskov,These ads ran without a disclaimer,≤100,1
788203728029210,SLS-Vejle,These ads ran without a disclaimer,≤100,1
247852735630434,Kim Christiansen - Å,These ads ran without a disclaimer,≤100,1
362189887913523,Renshengshop,These ads ran without a disclaimer,≤100,9
370774540240197,Segway Ninebot,These ads ran without a disclaimer,≤100,7
358553797553727,Teknologirådet - Danish Board of Technology,These ads ran without a disclaimer,≤100,1
749950365109028,Gigtskolen aftenskole,These ads ran without a disclaimer,≤100,1
1083853165084811,Thomas von Jessen,These ads ran without a disclaimer,≤100,1
157624987745386,"Jesper Smaling, Sønderborg Byråd",These ads ran without a disclaimer,≤100,1
1290688527749987,Hans Blaaberg,These ads ran without a disclaimer,≤100,2
494440040376,World of Tanks,These ads ran without a disclaimer,≤100,1
457337381442094,Lene Dalsgaard,These ads ran without a disclaimer,≤100,2
2281479098800143,Rønde Distriktsråd,Karen Nørskov Andreasen,≤100,1
305914123431694,Framehouse,These ads ran without a disclaimer,≤100,1
329547407572870,Næstehjælperne -Netværk for protest og praktisk hjælp til reformramte,These ads ran without a disclaimer,≤100,1
256500007738803,Transparency Greenland,These ads ran without a disclaimer,≤100,1
448486638609364,Ringkøbing Kirke,These ads ran without a disclaimer,≤100,1
153371894688575,World Bank,These ads ran without a disclaimer,≤100,27
408021012584868,Jarnes A/S,These ads ran without a disclaimer,≤100,1
1711818982481509,Elo Nielsen i Viborg Byråd,These ads ran without a disclaimer,≤100,1
107958480968525,Michael Günther Mansdotter,Michael Günther Mansdotter,≤100,2
27566611155,Lonely Planet,These ads ran without a disclaimer,≤100,1
207994799231114,Dansk El-Forbund Ungdom,These ads ran without a disclaimer,≤100,1
110658457315245,Solar LED Stair Lights - Boundery,These ads ran without a disclaimer,≤100,3
106296834500518,Eznews.dk,These ads ran without a disclaimer,≤100,1
114013673673802,Hello note,These ads ran without a disclaimer,≤100,15
106138258036587,Sofie Pihl Carrara - Socialdemokratiet i Furesø,These ads ran without a disclaimer,≤100,1
1104400103039433,Bastian Larsen - Sexolog og kærlighedscoach,These ads ran without a disclaimer,≤100,1
108700034106767,Loves For Fans,These ads ran without a disclaimer,≤100,1
531069674026158,Radical Pantry,These ads ran without a disclaimer,≤100,13
103243078044407,SEJE MOR - Monica Lylloff,These ads ran without a disclaimer,≤100,1
112733486936011,Nikolaj Møller Jensen - Kandidat til RV21,These ads ran without a disclaimer,≤100,1
310213266113117,Det Healende Ord - Tilbage til balancen i Livet,These ads ran without a disclaimer,≤100,1
0,Instagram User 8131046989,These ads ran without a disclaimer,≤100,3
0,Instagram User 8387258919,These ads ran without a disclaimer,≤100,1
1484212998554898,LeadFamly,These ads ran without a disclaimer,≤100,1
334422633986402,Tarek K. Ghanoum,These ads ran without a disclaimer,≤100,1
492473400812193,VU Billund/Grindsted,These ads ran without a disclaimer,≤100,1
149889305154410,Elektriske Optagelser,These ads ran without a disclaimer,≤100,1
230055297182700,FH Sydfyn,These ads ran without a disclaimer,≤100,1
101712804728633,Y7LongLong,These ads ran without a disclaimer,≤100,1
509200219255379,Kim Durup - politiker,Durup Kim Garner,≤100,1
652097081533681,Baba - fordi far er vigtig,These ads ran without a disclaimer,≤100,2
128476570641514,Waterlogic Danmark,These ads ran without a disclaimer,≤100,9
105930987834801,Home Depot Inc.,These ads ran without a disclaimer,≤100,1
576845979156129,Techarenan,These ads ran without a disclaimer,≤100,1
100105461372456,Neos X Kopenhagen,These ads ran without a disclaimer,≤100,2
114533656967898,ChevronTexaco Corp.,These ads ran without a disclaimer,≤100,1
316028505828375,Talking Europe,These ads ran without a disclaimer,≤100,2
100517580008109,SAMF-Rådet,Studenterrådet på Københavns Universitet,≤100,2
2203608429682203,Save The Seas,These ads ran without a disclaimer,≤100,22
965523340181430,Teo Tattoo,These ads ran without a disclaimer,≤100,1
305631726563182,Samtaler med Mette,These ads ran without a disclaimer,≤100,2
236657616931386,BLITZ UNION,These ads ran without a disclaimer,≤100,49
919232861444360,European Youth Event,These ads ran without a disclaimer,≤100,20
104695571294563,Felcor Lodging Trust Inc.,These ads ran without a disclaimer,≤100,1
371989752387,Transport & Environment,These ads ran without a disclaimer,≤100,1
214351281833,Dassault Systèmes,These ads ran without a disclaimer,≤100,5
2762604330435326,ShoopWay.com,These ads ran without a disclaimer,≤100,3
362734017157923,Socialdemokraterne i Hørsholm,These ads ran without a disclaimer,≤100,1
195587574474388,Zero Waste Produce Bags,These ads ran without a disclaimer,≤100,10
347077016068782,Finjan,These ads ran without a disclaimer,≤100,2
242420495845113,Liberal Alliance Hillerød,These ads ran without a disclaimer,≤100,1
254944037959264,Ditte Stengade - Kreativtfoto,These ads ran without a disclaimer,≤100,2
299436606740421,Frederiksværk Motionscenter,These ads ran without a disclaimer,≤100,1
160183307336069,Bessermachen-Designstudio A/S,These ads ran without a disclaimer,≤100,4
182319489006263,Center for Børn og Natur,These ads ran without a disclaimer,≤100,1
1539059469719876,Mogens Dall,These ads ran without a disclaimer,≤100,1
112668816772019,sheepincluded,These ads ran without a disclaimer,≤100,24
406095660180592,Nadia Thomsen,These ads ran without a disclaimer,≤100,7
192326520898913,Healthy Horse,These ads ran without a disclaimer,≤100,1
113300563384233,RoxShabby,These ads ran without a disclaimer,≤100,1
441052046074646,Peter Kay Mortensen blog,These ads ran without a disclaimer,≤100,1
110872853960737,Avalara Europe,These ads ran without a disclaimer,≤100,2
1794972264056889,Spotproject,These ads ran without a disclaimer,≤100,1
1503649283233170,Slagslunde og Ganløse. Det sker i kirken,These ads ran without a disclaimer,≤100,1
103170281080402,Turkish Danish Post,These ads ran without a disclaimer,≤100,5
269195653217075,Omnibus,These ads ran without a disclaimer,≤100,2
825305624475174,Hawaiiyak,These ads ran without a disclaimer,≤100,1
273301332769918,Academic Positions,These ads ran without a disclaimer,≤100,1
114591713435629,aleksandrapatrycia,These ads ran without a disclaimer,≤100,2
154504594607134,Peres Fredscenters Venner,These ads ran without a disclaimer,≤100,1
102142393204693,Shaykh Zahir Mahmood,These ads ran without a disclaimer,≤100,1
483046111772388,Trine Egetved - Det Konservative Folkeparti i Gribskov,These ads ran without a disclaimer,≤100,2
1751200631692980,Brexit Denmark,These ads ran without a disclaimer,≤100,1
113771753724071,Butik Pastel,These ads ran without a disclaimer,≤100,2
1057172241025510,1.maj på Den Røde Plads,These ads ran without a disclaimer,≤100,1
123545735704017,Nature And Man,These ads ran without a disclaimer,≤100,2
522679997923941,LinkedKurs,These ads ran without a disclaimer,≤100,3
323452711195305,Rasmus Nordqvist,These ads ran without a disclaimer,≤100,1
174887643104,Sisse Marie Welling,These ads ran without a disclaimer,≤100,1
1562072200756757,DareGender,These ads ran without a disclaimer,≤100,3
106543730845786,Konfirmation,These ads ran without a disclaimer,≤100,1
1410640382376342,Einer Lyduch,These ads ran without a disclaimer,≤100,1
229347797233832,Brigitte Klintskov Jerkel Politiker,These ads ran without a disclaimer,≤100,1
882324235203255,Matilde Powers,These ads ran without a disclaimer,≤100,1
1941737642803985,Tiny People's Choice,These ads ran without a disclaimer,≤100,3
646926832625633,Folkekirken Favrskov,These ads ran without a disclaimer,≤100,1
340380999397133,"Folkebevægelsen mod EU, Aarhus",Lindblom Jakob Jensen,≤100,1
109674010874733,Red en event arbejder,Jonas Degett,≤100,4
1400698450249020,Mit Esbjerg,These ads ran without a disclaimer,≤100,3
189700127718995,Lundtoftegade,These ads ran without a disclaimer,≤100,1
100998627948901,sebastiangroenbech,These ads ran without a disclaimer,≤100,2
105934521541208,ForenetKredit Gitte Melph,These ads ran without a disclaimer,≤100,1
618737365450372,Katrine Kildgaard,Katrine Kildgaard Nielsen,≤100,1
0,Instagram User 6783836265,These ads ran without a disclaimer,≤100,1
312362552542611,We_enjoy,These ads ran without a disclaimer,≤100,1
206754299459792,PCB Grinder,These ads ran without a disclaimer,≤100,1
1819912491561141,Stiftelsen Pharos,These ads ran without a disclaimer,≤100,4
141275223263,Lars Bisgaard Andreasen,These ads ran without a disclaimer,≤100,1
152131882010154,YOUANDX,These ads ran without a disclaimer,≤100,1
0,Instagram User 6483738294,These ads ran without a disclaimer,≤100,1
359674067377201,BUPL,These ads ran without a disclaimer,≤100,1
310678705619018,Vestre,These ads ran without a disclaimer,≤100,1
102339185068565,Astas Knit,These ads ran without a disclaimer,≤100,1
180945471920826,boot Düsseldorf,These ads ran without a disclaimer,≤100,2
293728074409069,Marianne Hundebøll,These ads ran without a disclaimer,≤100,1
102213157969126,Animals Need Trees,These ads ran without a disclaimer,≤100,1
100521645090115,King Of Clothes,These ads ran without a disclaimer,≤100,12
107939917298624,Onyx Case,These ads ran without a disclaimer,≤100,14
107227307461554,Time For Action,These ads ran without a disclaimer,≤100,1
208821641772,Unity,These ads ran without a disclaimer,≤100,1
193863317737,eToro,These ads ran without a disclaimer,≤100,9
221571161239992,Falcon.io,These ads ran without a disclaimer,≤100,2
109452232973620,ProductHype,These ads ran without a disclaimer,≤100,22
101676484933588,National Commerce Financial Corporation,These ads ran without a disclaimer,≤100,1
217519028785017,Nature Research Custom Media,These ads ran without a disclaimer,≤100,3
111389940775929,Mette Freak,Frantz Bernhard Henrik von Bülow,≤100,1
107602707798645,Savage memes,These ads ran without a disclaimer,≤100,1
147487358693662,Liberal Alliances Ungdom Horsens,These ads ran without a disclaimer,≤100,1
164309373695438,Bygma,These ads ran without a disclaimer,≤100,1
161843194607043,VIN TIL FOLKET,These ads ran without a disclaimer,≤100,1
105584048260893,YourFood,These ads ran without a disclaimer,≤100,1
115726416463004,Olli Import,These ads ran without a disclaimer,≤100,1
63563473556,Gazeta Wyborcza,These ads ran without a disclaimer,≤100,35
496049017592234,Folkebevægelsen mod EU Roskilde/Lejre,These ads ran without a disclaimer,≤100,1
410251262405824,Enhedslisten Haderslev,Enhedslisten Haderslev,≤100,3
100390785375183,Fredin Marketing Assistance - FMA,These ads ran without a disclaimer,≤100,4
106209314667210,Mogens ole larsen's blog,These ads ran without a disclaimer,≤100,2
432921773465090,ansager.info,These ads ran without a disclaimer,≤100,3
109498190807483,Anastasia von Wildenrath Løvgreen,These ads ran without a disclaimer,≤100,1
271337073473926,Meditere Krop Og Sind,These ads ran without a disclaimer,≤100,1
122569581108638,Stem Henrik Sørensen i Folketinget,These ads ran without a disclaimer,≤100,5
105672557801344,aylamuller.photo,These ads ran without a disclaimer,≤100,1
439354323170788,Strandet,These ads ran without a disclaimer,≤100,1
107218061248708,PDL Denmark,These ads ran without a disclaimer,≤100,1
0,Instagram User 7371596143,These ads ran without a disclaimer,≤100,2
291320524595169,Daniel Borup - Venstre,These ads ran without a disclaimer,≤100,1
327056260769503,Horisonten STU og botilbud,These ads ran without a disclaimer,≤100,1
422883375186206,Art by Malene Georgsen,These ads ran without a disclaimer,≤100,1
102020544741998,PT Durian,These ads ran without a disclaimer,≤100,1
15713980389,MTV UK,These ads ran without a disclaimer,≤100,4
374700939216818,home City,These ads ran without a disclaimer,≤100,1
109921100493390,Spencer,These ads ran without a disclaimer,≤100,22
2358013601189280,De Neutrale,These ads ran without a disclaimer,≤100,1
154725675164719,Frederiksberg Alle 41,Morten Storgaard,≤100,1
179507468728977,Camera Film,These ads ran without a disclaimer,≤100,5
441424359305454,Radikale Venstre Gentofte,These ads ran without a disclaimer,≤100,1
1036486643055039,Carcel,These ads ran without a disclaimer,≤100,2
107782501354179,Poul Petersen - Demokraatit,These ads ran without a disclaimer,≤100,1
188266791253758,Vejgaard Kirke,These ads ran without a disclaimer,≤100,1
824473644297788,Carl Christian Ebbesen DF,These ads ran without a disclaimer,≤100,3
109935270614404,Allan Tirsgaard,These ads ran without a disclaimer,≤100,2
2109922459023773,Veganerpartiet,These ads ran without a disclaimer,≤100,3
1603162599972802,Vejle Sushi Hus,These ads ran without a disclaimer,≤100,1
560234077498549,Sædden Kirke,These ads ran without a disclaimer,≤100,1
1395824604050436,Alternativet Svendborg kommune,These ads ran without a disclaimer,≤100,1
917999091591698,Simeons Kirke,These ads ran without a disclaimer,≤100,1
1273866792661509,Hairavrasya,These ads ran without a disclaimer,≤100,1
1565573450123058,Hasseris Kirke,These ads ran without a disclaimer,≤100,1
351130028965624,"Pinngortitaleriffik, Grønlands Naturinstitut",These ads ran without a disclaimer,≤100,1
604742389649107,Seekers Notes,These ads ran without a disclaimer,≤100,1
111330269562332,Anders Winnerskjold,These ads ran without a disclaimer,≤100,1
566443056754736,Egil F. Hulgaard - Politik,These ads ran without a disclaimer,≤100,2
101351604906237,Jonas qullu kristoffersen-demokraatit,These ads ran without a disclaimer,≤100,1
266499610098281,Venstre i Hjørring by,Thomas Baggi,≤100,1
101791571434819,Danmarks Vision - Pressen og Debatindlæg,These ads ran without a disclaimer,≤100,4
681378381955030,Guitar Mastery Method,These ads ran without a disclaimer,≤100,1
103123451230581,Queeng Cards,These ads ran without a disclaimer,≤100,4
1033120613483808,AURA Energi,These ads ran without a disclaimer,≤100,1
573106029493991,Marie-Louise Jørgensen - Kandidat til kommunalvalget i Hvidovre,These ads ran without a disclaimer,≤100,1
100712691520754,Filmion,These ads ran without a disclaimer,≤100,1
2096569593701748,Johannes Lundsfryd Jensen,These ads ran without a disclaimer,≤100,1
1700918793539131,Smarter Nutrition,These ads ran without a disclaimer,≤100,4
104512174402973,Emma Walker,These ads ran without a disclaimer,≤100,1
298458527767426,Cozyforu,These ads ran without a disclaimer,≤100,9
347391652582722,Marvel Lover,These ads ran without a disclaimer,≤100,1
0,Instagram User 6227861334,These ads ran without a disclaimer,≤100,2
425482864324620,Queenstown Islamic Center,These ads ran without a disclaimer,≤100,22
101754107841623,Cassette To MP3,These ads ran without a disclaimer,≤100,1
462640017135012,Parley for the Oceans,These ads ran without a disclaimer,≤100,1
1221024421392816,Aqqalukkuluk Fontain - Inuit Ataqatigiit Inatsisartunut qinigassanngortitaq,These ads ran without a disclaimer,≤100,1
100997417927470,Johan Dahl - Mín politiska meining,These ads ran without a disclaimer,≤100,1
126649544104126,SF i Randers,These ads ran without a disclaimer,≤100,1
101629511188407,ECO & CO,These ads ran without a disclaimer,≤100,1
386503074785900,Jens Tirsvad Nielsen / Stram Kurs,Jens Nielsen,≤100,1
325647068359704,WordProof,These ads ran without a disclaimer,≤100,2
101637441604100,Revlon Inc,These ads ran without a disclaimer,≤100,1
671588366231074,Aurum Brothers,These ads ran without a disclaimer,≤100,1
163585004170601,Cømert Sonsuz,These ads ran without a disclaimer,≤100,1
390552721087068,Socialdemokratiet i Brøndbyøster,Skovbjerg Rune Krog,≤100,1
379955868681099,ALOHA FROM DEER,These ads ran without a disclaimer,≤100,1
673183069445618,Trine Torp,These ads ran without a disclaimer,≤100,1
328393574630190,Shaping fair cities,These ads ran without a disclaimer,≤100,1
107898832590939,European Commission,These ads ran without a disclaimer,≤100,5
100947688125345,El Original alex dj guatemala,These ads ran without a disclaimer,≤100,1
420418408698637,Den Grønne Studenterbevægelse Aalborg,Anna Overgaard Markman,≤100,1
113587797139367,Kodeministeriet,These ads ran without a disclaimer,≤100,2
100161418032681,EcoTree International,These ads ran without a disclaimer,≤100,3
660368260695371,Governor of Poker 3,These ads ran without a disclaimer,≤100,1
1668962933352995,Viden på Tværs,Viden på Tværs,≤100,1
185232114834814,Pharmadanmark,These ads ran without a disclaimer,≤100,1
173149059405085,Derby Hotels Collection,These ads ran without a disclaimer,≤100,2
131460257030738,IVECO,These ads ran without a disclaimer,≤100,1
371943156182279,Sri Lankan Forum for International Women,These ads ran without a disclaimer,≤100,1
1724068710936501,Anja C Jensen,These ads ran without a disclaimer,≤100,3
253472068123341,Enhedslisten Gladsaxe,These ads ran without a disclaimer,≤100,1
1183162271795546,Morten Westfall,Morten Westfall Norup Jørgensen,≤100,1
0,Instagram User 1012101896,These ads ran without a disclaimer,≤100,1
1664295817125849,Danmarks Naturfredningsforening Faaborg-Midtfyn,These ads ran without a disclaimer,≤100,1
1446171795457953,Europabevægelsen Region Vestjylland,These ads ran without a disclaimer,≤100,1
794180483997130,Jacob Rabjerg,Rabjerg Jacob Dahl,≤100,2
0,Instagram User 5851291620,These ads ran without a disclaimer,≤100,1
2529615547111635,Co2nsensus,These ads ran without a disclaimer,≤100,1
1584361608320703,Adnan Nikontovic,Adnan Nikontovic,≤100,1
1520194978222249,Vesthimmerlands Ungeråd,These ads ran without a disclaimer,≤100,1
199460384184884,Perro Grande Music,These ads ran without a disclaimer,≤100,1
307081326403818,Vester Thorup Højskole - er lukket,These ads ran without a disclaimer,≤100,1
506755689347600,David Munis Zepernick - Din frederiksbergradikale mand på rådhuset,These ads ran without a disclaimer,≤100,2
114043876637857,Jernbanearbejdernes Landsklub,These ads ran without a disclaimer,≤100,1
155064488243915,Holger Schou Rasmussen,These ads ran without a disclaimer,≤100,1
946337958841560,Massoud Fouroozandeh,These ads ran without a disclaimer,≤100,1
663009354121732,Heimr,These ads ran without a disclaimer,≤100,1
107893994367530,Frit fra leveren,These ads ran without a disclaimer,≤100,1
378762145626393,Bevar de små fritidshjem i København,These ads ran without a disclaimer,≤100,1
645894805563502,MPG - Master of Public Governance v. Aalborg Universitet,These ads ran without a disclaimer,≤100,1
107393510645335,Eldisa Beauty,These ads ran without a disclaimer,≤100,1
105061618325870,China Inventions,These ads ran without a disclaimer,≤100,1
189331987757723,OK,These ads ran without a disclaimer,≤100,2
105827137579502,Rikke Porting Høffding - Kandidat til Tryghedsgruppen,These ads ran without a disclaimer,≤100,1
100423195023922,ADK Trading,These ads ran without a disclaimer,≤100,8
427877947756589,Third Edit,These ads ran without a disclaimer,≤100,1
197779574433016,Flotsam & Jetsam Bags,These ads ran without a disclaimer,≤100,6
115277159869834,"Peter Langborg, Freelance Journalist",These ads ran without a disclaimer,≤100,1
139465082769877,Liberal Alliances Ungdom Kolding,These ads ran without a disclaimer,≤100,1
6115848166,Nature,These ads ran without a disclaimer,≤100,6
2047554945456852,Climaider,These ads ran without a disclaimer,≤100,1
175163682507544,Vivi Vold,These ads ran without a disclaimer,≤100,1
477858399640183,Music Declares Emergency,These ads ran without a disclaimer,≤100,1
109857787447415,Anil Chaturvedi,These ads ran without a disclaimer,≤100,1
99866535074,CRC Press,These ads ran without a disclaimer,≤100,1
361528807267505,Researchkollektivet Redox,These ads ran without a disclaimer,≤100,1
1754120378229176,The Rotten Fruit Box,These ads ran without a disclaimer,≤100,3
106273557557978,Please Do Your Part,These ads ran without a disclaimer,≤100,1
112907933553858,Save Animals Now,These ads ran without a disclaimer,≤100,1
342236599641446,Avantgardress,These ads ran without a disclaimer,≤100,1
175155379721899,Spirekassen,These ads ran without a disclaimer,≤100,2
1342587795867878,Flirty Birdy,These ads ran without a disclaimer,≤100,2
116415593487351,Craftegy,These ads ran without a disclaimer,≤100,6
417767098249129,Niels E. Bjerrum,These ads ran without a disclaimer,≤100,1
105470521460117,Sky Lander,These ads ran without a disclaimer,≤100,8
1566942626738915,Reign Of Empires,These ads ran without a disclaimer,≤100,2
100334248046144,World News,These ads ran without a disclaimer,≤100,1
429567053787949,Kjeld Thrane - de Konservative,These ads ran without a disclaimer,≤100,1
109734447174236,Bussines,These ads ran without a disclaimer,≤100,1
1752533605021012,Valby Pizza & Shawarma Hus,These ads ran without a disclaimer,≤100,1
259933874379,Subtle Yoga with Kristine Weber,These ads ran without a disclaimer,≤100,8
350212595109738,Venstre Struer,Poulsen Flemming,≤100,1
101747621239802,sebwj0,These ads ran without a disclaimer,≤100,2
222921655116,Applied Biosystems,These ads ran without a disclaimer,≤100,1
1635736753328236,Fortrade Online Trading,These ads ran without a disclaimer,≤100,15
105516774301287,Oliver Green,These ads ran without a disclaimer,≤100,1
102937798160892,Applied Appliances,These ads ran without a disclaimer,≤100,17
101641578027606,Trees Love You,These ads ran without a disclaimer,≤100,1
332046167490298,Photography mania,These ads ran without a disclaimer,≤100,2
416324399154844,Niceday,These ads ran without a disclaimer,≤100,4
109032063945415,Anna Johnson,These ads ran without a disclaimer,≤100,1
113848932505109,Karsten Fogde,Karsten Fogde,≤100,1
265564547490639,LingoAce,These ads ran without a disclaimer,≤100,3
113588132144811,Ruben Kidde,These ads ran without a disclaimer,≤100,1
1489362004698883,LocalNews,These ads ran without a disclaimer,≤100,2
103699871780912,Jens Kristian Berthelsen - Siumut,These ads ran without a disclaimer,≤100,1
2208385806101604,AmazingApps,These ads ran without a disclaimer,≤100,1
114309145251327,RTI,These ads ran without a disclaimer,≤100,2
543645452373626,Politihestens Venner,These ads ran without a disclaimer,≤100,1
100805678056703,jebimai,These ads ran without a disclaimer,≤100,2
726659877429463,Sneum-Tjæreborg Lokalråd,These ads ran without a disclaimer,≤100,1
406789809758302,Photographer Tanya Borodina,These ads ran without a disclaimer,≤100,11
1462157503898233,Academic Stories,These ads ran without a disclaimer,≤100,2
112625787541041,Hans Frederik Olsen - Siumut,These ads ran without a disclaimer,≤100,5
1720767088216022,Julius K Nyerere: Servant of God or Untarnished Tyrant?,These ads ran without a disclaimer,≤100,1
548907121806179,Socialdemokratiet Halsnæs,These ads ran without a disclaimer,≤100,2
188566504515037,Malerforbundet,These ads ran without a disclaimer,≤100,1
151410305016469,IMCC Aalborg,These ads ran without a disclaimer,≤100,1
213762135321831,Søren Vanting,These ads ran without a disclaimer,≤100,1
286836655108284,Karsten Ulstrup Kristensen - Kommunalvalg i Randers,Karsten Ulstrup Kristensen,≤100,2
1738395909758964,UNESCO Danmark,These ads ran without a disclaimer,≤100,1
2845714342135579,Udkantsposten,These ads ran without a disclaimer,≤100,4
539217489601755,Godt for dig,These ads ran without a disclaimer,≤100,2
214106185417510,ÆrøPlus,These ads ran without a disclaimer,≤100,1
19176473894,IMS (International Media Support),These ads ran without a disclaimer,≤100,1
112179483994555,morten.skovlund,These ads ran without a disclaimer,≤100,2
1489836057958537,Karsten Lauritzen,Karsten Lauritzen,≤100,1
574963539326331,Nico hagémann,These ads ran without a disclaimer,≤100,1
704401633102350,Roshan Panjwani Photography,These ads ran without a disclaimer,≤100,2
19162204185,66North,These ads ran without a disclaimer,≤100,1
101938340015,airBaltic,These ads ran without a disclaimer,≤100,6
597618807042739,Travel 4 learning Educational Tours,These ads ran without a disclaimer,≤100,1
176159829491901,Sort+Hvid,These ads ran without a disclaimer,≤100,1
100112178513271,CASsummit2021,These ads ran without a disclaimer,≤100,3
222697015050981,Less Saves The Planet,These ads ran without a disclaimer,≤100,2
458070040133,SF Odense,These ads ran without a disclaimer,≤100,1
526913250664874,Evelyn M. Frederiksen,These ads ran without a disclaimer,≤100,1
306892673323908,Lucas Semm,These ads ran without a disclaimer,≤100,1
247459801957107,Global Partnership for Education,These ads ran without a disclaimer,≤100,2
72149536933,SKF,These ads ran without a disclaimer,≤100,2
2001854966720437,Byens Højskole,These ads ran without a disclaimer,≤100,1
145481184414,Latvian Transatlantic Organisation,These ads ran without a disclaimer,≤100,1
114193210004026,News To Know,These ads ran without a disclaimer,≤100,1
293049022348,den2radio,These ads ran without a disclaimer,≤100,1
110222657048124,Stemmer fra Baglandet - en podcast om dansk politik,These ads ran without a disclaimer,≤100,1
325913440866307,R-PUR,These ads ran without a disclaimer,≤100,4
630809920303095,Erasmus+,These ads ran without a disclaimer,≤100,4
474085579290822,"LUMES - Environmental Studies and Sustainability Science, Lund university",These ads ran without a disclaimer,≤100,1
164538590286324,PA Savværk Korinth A/S,These ads ran without a disclaimer,≤100,1
388382191937669,LashStop-Aarhus,These ads ran without a disclaimer,≤100,2
237637389745927,Socialdemokraterne i Køge,These ads ran without a disclaimer,≤100,1
102665998328234,Jacob Baez Garrido Olesen,These ads ran without a disclaimer,≤100,1
2339295612958718,Muttis Garage,These ads ran without a disclaimer,≤100,1
625993447794673,LINK Environmental Ambassadors,These ads ran without a disclaimer,≤100,1
1500907310134930,3F Lolland,These ads ran without a disclaimer,≤100,1
108254990695714,kajus_n,These ads ran without a disclaimer,≤100,1
1340454182657211,Slagelse News,These ads ran without a disclaimer,≤100,1
1790861037888517,Günter Grossmann,These ads ran without a disclaimer,≤100,1
1538298653157892,Nordrupøster Farendløse Sneslev Ørslev Pastorat,These ads ran without a disclaimer,≤100,2
651202165030351,Søren Hald politik,These ads ran without a disclaimer,≤100,1
412264050261,Husets Teater,These ads ran without a disclaimer,≤100,1
1688539851386560,LØS market,These ads ran without a disclaimer,≤100,1
1841456816169376,Mona Rosenberg Larsen,These ads ran without a disclaimer,≤100,1
104222798119775,Tårnby Bladet,These ads ran without a disclaimer,≤100,2
188635952699805,Neel Linhøft Ingstrup,Neel Linhöft,≤100,1
112486007266534,حزب ساده ساده گان افغانستان,These ads ran without a disclaimer,≤100,1
1719764131664489,Anne Honoré Østergaard,These ads ran without a disclaimer,≤100,1
969114249813255,Socialdemokraterne i Gribskov kommune,These ads ran without a disclaimer,≤100,1
368539530430722,LukasBattery,These ads ran without a disclaimer,≤100,3
0,Marketplace Seller 5683740740,These ads ran without a disclaimer,≤100,1
510651868994245,Akademikernes A-kasse,These ads ran without a disclaimer,≤100,4
166984636671085,Dansk Metal,These ads ran without a disclaimer,≤100,1
1503010273244399,Mette Reissmann,These ads ran without a disclaimer,≤100,1
402940413217386,Smag Kaffen,These ads ran without a disclaimer,≤100,1
2290489451197619,Centre of African Studies - University of Copenhagen,"Centre of African Studies, University of Copenhagen",≤100,1
103070864710506,B2BPresales,These ads ran without a disclaimer,≤100,1
110780575696382,Texas Tours,These ads ran without a disclaimer,≤100,1
1569587093343161,Memox,These ads ran without a disclaimer,≤100,3
101598701295874,Østfyns KU,These ads ran without a disclaimer,≤100,1
339579562891344,føtex,These ads ran without a disclaimer,≤100,1
101540145039942,Watts energiassistent,These ads ran without a disclaimer,≤100,2
