Page ID,Page Name,Disclaimer,Amount Spent (RON),Number of Ads in Library
672338952939581,Technovation Girls Romania,These ads ran without a disclaimer,≤100,1
737678429619782,PNL Tecuci,These ads ran without a disclaimer,≤100,1
806061756114998,PNL Cugir,These ads ran without a disclaimer,≤100,1
0,Instagram User 7236304800,These ads ran without a disclaimer,≤100,4
126158454726160,Mihai Tămaș,Tamas Mihai-Dan,≤100,3
100662492008871,"PLUS Moreni - Partidul Libertate, Unitate și Solidaritate",PLUS Dâmbovița,≤100,1
506994542828579,Olteán Csongor,These ads ran without a disclaimer,≤100,1
1200997296577379,Orbán Balázs Akadémia,These ads ran without a disclaimer,≤100,1
645991972146142,Florin Tugurel,Florin Ţugurel,≤100,2
107719827720263,Vertik România - Grup de inițiativă în politici publice,Asociatia VERTIK pentru Viitor,≤100,2
113878623716885,BUN Frasin,Dragoș-Bogdan Drelciuc,≤100,2
111601850305507,Voinea Alexandru Ginu,These ads ran without a disclaimer,≤100,2
841853102562639,Alexandru Dănăilă-Zaharia,Purice Marian,≤100,1
959447524169008,Sorin Ranga,TMK Research Services,≤100,1
1009076419169005,Stancu Sandel,Sandel Stancu,≤100,1
1591595754493589,US24,Besleaga Liviu-Mihail,≤100,1
195171834000386,Partidul Mișcarea Populară Bacău,These ads ran without a disclaimer,≤100,1
119860129406317,Carol Szasz,Carol Szasz,≤100,1
1060828530633382,PSD SĂLAJ,Cyber Advertising,≤100,1
110055010600855,USR Alexandru cel Bun,USR Neamt,≤100,1
177301312754364,Smartcat Media Solutions,These ads ran without a disclaimer,≤100,1
533515563463095,PSD BARU,Emanuel Bucatariu,≤100,3
1654301278188779,Human Catalyst,These ads ran without a disclaimer,≤100,1
120241868129738,PIZZERIA ETNA,These ads ran without a disclaimer,≤100,1
273869735982369,Claudiu Craciun,These ads ran without a disclaimer,≤100,1
1384054071819521,UNTRR - Uniunea Națională a Transportatorilor Rutieri din România,These ads ran without a disclaimer,≤100,1
419144368651944,Libertatea.ro,These ads ran without a disclaimer,≤100,1
246381109287511,USR Tălmaciu,USR Sibiu,≤100,2
1578228535733058,Estetika Profesional Ploiesti-Centru acreditat de formare profesionala,These ads ran without a disclaimer,≤100,2
104193370991421,Service Auto Rapid Hamio,Ionut Hirlesteanu,≤100,1
418548178198143,Fundatia Sensiblu,These ads ran without a disclaimer,≤100,1
138663376173008,Răzvan Gabriel Ioniță,Răzvan Gabriel Ioniță,≤100,1
451208671925761,Remus Negoi,Eugen-Remus Negoi,≤100,1
722353611532676,Marian Arhire,These ads ran without a disclaimer,≤100,2
0,Marketplace Seller 4704706487,These ads ran without a disclaimer,≤100,1
1035965773083960,Chelaru Florin,George Paraschiv,≤100,1
465188503555629,DOSAR ROMANIA,These ads ran without a disclaimer,≤100,1
102033764635644,Gheorghe Orza,Gheorghe Orza,≤100,1
109215917305032,Alianta USR PLUS Otopeni,These ads ran without a disclaimer,≤100,3
261111484524428,USR Runcu Salvei,USR Runcu Salvei,≤100,6
1086360521435400,Andra Triță,Andra Triță,≤100,2
947345468705881,Magyar Polgári Egyesület,These ads ran without a disclaimer,≤100,1
1305418182809740,Csoma Botond,These ads ran without a disclaimer,≤100,1
383392702202395,USR Lunca Ilvei,Stan Calin,≤100,5
110283463895399,Alexandru Puscas,These ads ran without a disclaimer,≤100,14
1523864834581387,Partidul VERDE Codlea,These ads ran without a disclaimer,≤100,2
2388274371456192,Alaturi de Codrin Stefanescu,These ads ran without a disclaimer,≤100,3
640140619742574,Batincu Constantin Andrei,These ads ran without a disclaimer,≤100,2
332450557430216,Project ONE,These ads ran without a disclaimer,≤100,1
551469802041894,Marius Cătană,CATANA MARIUS-FLORIN,≤100,1
318696329023321,PSD Măgurele,These ads ran without a disclaimer,≤100,1
1920249918214248,Micul antreprenor,These ads ran without a disclaimer,≤100,1
102878751578326,Vasile Lupu,These ads ran without a disclaimer,≤100,1
115203150022929,Serban Sovaiala,These ads ran without a disclaimer,≤100,2
377172952920126,USR Barlad,USR Vaslui,≤100,1
170341553308515,Centrul pentru Inovare Publică,Centrul pentru Inovare Publică,≤100,1
1860380004205409,Magyar Ifjúsági Központ - MIK,These ads ran without a disclaimer,≤100,1
268897283987025,Confirmation Page Identity Recover 2020,PRO Romania Bihor,≤100,1
461838944252133,PNL Târgoviște,PNL Dambovita,≤100,1
1724781964475116,Lavinia Cosma,COSMA LAVINIA-CORINA,≤100,1
404949546370656,Kasta Morrely Fashion Week,Ana Hriscu,≤100,2
109951547013673,PLUS Onești,"Partidul Libertate, Unitate și Solidaritate",≤100,1
436554276386143,PNL Focsani,These ads ran without a disclaimer,≤100,1
494598907318389,Uniti Schimbam,Mihai Verzea,≤100,2
111691933984051,Monac Nicolae,These ads ran without a disclaimer,≤100,1
222161751948959,CNCH- candidat pentru titlul de ambasador al Parlamentului European,These ads ran without a disclaimer,≤100,1
319113588936759,USR Florești-Stoenești,USR PLUS Floresti-Stoenesti,≤100,1
281269378574121,Pretty  Kitty,These ads ran without a disclaimer,≤100,1
188129177903859,Organizația Femeilor Liberale,These ads ran without a disclaimer,≤100,2
132631058317666,Titi Gață + Candidat PLUS pentru Primăria Dobroești,Titi Gață,≤100,1
105736884199783,Sebastian Busi,Sebastian-Nicolae Buși,≤100,1
103675594926622,PCR 100,pcr100.ro,≤100,1
277922553113093,Zinica Silviu,Zinica Silviu,≤100,4
117809612963035,PLUS Repedea,PLUS Maramureș,≤100,1
284479205395644,USR Orșova,Uniunea Salvați România,≤100,1
110339030715952,Marian Rotaru,Victor-Claudiu Popescu,≤100,1
106399087840837,Marius Chis,Adrian Manta,≤100,1
101939217834419,Alianța Pentru Unirea Românilor Ilfov,Alianța Pentru Unirea Românilor Ilfov,≤100,1
113944040168490,PRO România Câmpia Turzii,Forgaci Dragos,≤100,2
108818130851166,Andrei Lupu,These ads ran without a disclaimer,≤100,1
107532880871291,Reusim Impreuna,Partidul Miscare Populara,≤100,1
974813549393219,USR Ulmi,USR Giurgiu,≤100,2
523188764859533,USR Strehaia,Uniunea Salvați România,≤100,1
303161840300967,Nicolae Pavelean,These ads ran without a disclaimer,≤100,6
89943484978,Habitat for Humanity Comanesti,These ads ran without a disclaimer,≤100,1
1827328707549995,Radu Samson,These ads ran without a disclaimer,≤100,2
1738137949767929,Liviu Mihai Sabău-Popa,These ads ran without a disclaimer,≤100,2
425623781272934,Partidul Neoliberal Sector 6,These ads ran without a disclaimer,≤100,1
325917434857792,Best for kids,These ads ran without a disclaimer,≤100,2
333269650702138,PRO Oltenia,These ads ran without a disclaimer,≤100,1
325531760852368,Gheorghe Roman,These ads ran without a disclaimer,≤100,1
104949884323974,Bogdan Rolea,USR Ilfov,≤100,1
583691772071461,Rey Adrian - Radu,These ads ran without a disclaimer,≤100,1
101854248573436,24ro.RO,24ro.RO,≤100,7
825026194540791,Alexandru Zamfirescu,These ads ran without a disclaimer,≤100,1
104951081128334,David Saulean,Partidul Mișcarea Populară Dâmbovița,≤100,1
1027173667393990,Lucian Daniel Stanciu Viziteu,These ads ran without a disclaimer,≤100,1
736640593147188,Ego Barbershop Ro,These ads ran without a disclaimer,≤100,6
104773084406862,Bogdan Ababei,Bogdan Ababei,≤100,1
1955680077891740,USR Limanu,These ads ran without a disclaimer,≤100,1
121379842819147,Organizatia Judeteana PSD Vaslui,Partidul Social Democrat Vaslui,≤100,1
2565142166852539,Byzzart,Mataringa Magda,≤100,2
1692158254336707,Ordinea.Ro,These ads ran without a disclaimer,≤100,1
1804312943164602,Confeuropa Imprese,These ads ran without a disclaimer,≤100,1
105176814281257,Pro Romania Baciu,These ads ran without a disclaimer,≤100,1
1725050451058152,Mihai Paraschiv,These ads ran without a disclaimer,≤100,1
1158710907554746,Florin Ceparu,Florin Ceparu,≤100,1
2194178327520034,eQuiVox Timisoara,Lavinia Chirica,≤100,1
413208422127264,Ruvix,Ruvix,≤100,1
363704847250,COPAC -Coalitia Organizatiilor Pacientilor cu Afectiuni Cronice din Romania,Coalitia Organizatiilor Pacientilor cu Afectiuni Cronice din Romania,≤100,1
2069595019764105,Gabriel Dumitrașcu,These ads ran without a disclaimer,≤100,1
102138364675792,Dumitru Haralambie - Corbeanca,Dumitru Haralambie,≤100,1
351878398497174,Găvrilă Ghilea,PNL Bihor,≤100,2
1066201130057764,Rotaract Samvs Cluj-Napoca,These ads ran without a disclaimer,≤100,1
949121781844095,Pnl Oboga,Marian Untaru,≤100,3
874083992702811,PNL Valea Lupului,These ads ran without a disclaimer,≤100,1
109511347307417,Cumpaneni,Adrian Boioglu,≤100,2
740542712800426,TLnews - Tulcea News,These ads ran without a disclaimer,≤100,3
2247767902122748,USR Târgsoru Vechi Prahova,These ads ran without a disclaimer,≤100,1
104980271057906,Dorel Mărgărint,These ads ran without a disclaimer,≤100,1
604716979583096,Primăria Oțelu-Roșu,These ads ran without a disclaimer,≤100,1
2437689082973142,PNL Mogoșoaia,These ads ran without a disclaimer,≤100,1
108177584088179,claudiu.mihut,Claudiu Mihut,≤100,1
175605199161880,Implantodent Romania,These ads ran without a disclaimer,≤100,1
330769507595663,Do One Brave Thing,BRAVE,≤100,2
101837201636048,PRO Romania Poiana Cristei Vrancea,Iorgu Ilinoiu,≤100,1
103870237873326,Alt Bucuresti - O posibila strategie 2020-2024,These ads ran without a disclaimer,≤100,1
600525756752178,Salvati Sectorul 6,These ads ran without a disclaimer,≤100,1
111250367466647,Consiliul Local Orșova - Consilieri PSD,Popescu Constantin,≤100,1
729066600800699,Alexandru Petre,These ads ran without a disclaimer,≤100,3
114025540136041,Dorin Minea,These ads ran without a disclaimer,≤100,2
111161487199103,MediaPrezent,Paul Adrian Varga,≤100,1
425911761553777,B1.tv,These ads ran without a disclaimer,≤100,1
401093040727640,Ideea Corpuri de Iluminat,GAVRILA IONAS-IULIAN,≤100,2
1553889774863087,Partidul Național Liberal Năvodari,These ads ran without a disclaimer,≤100,1
112534583884596,Ioana Cheregi- Candidat Independent,These ads ran without a disclaimer,≤100,1
102086358075807,Confirming Page Identity Recover,PRO Romania Bihor,≤100,1
1032435326791265,Untaru Marian- Candidat PNL la consiliul local Oboga,Marian Untaru,≤100,1
465210117009827,Mihai Firică,These ads ran without a disclaimer,≤100,2
108546050535586,AquaLife,These ads ran without a disclaimer,≤100,1
0,Marketplace Seller 6528089590,These ads ran without a disclaimer,≤100,6
932129396927204,Magyar Polgári Párt hivatalos oldala,These ads ran without a disclaimer,≤100,7
591668014858398,"Aici Tîrgu-Mureș, Transilvania. Ora exactă a Cetății",These ads ran without a disclaimer,≤100,3
142357456697674,IL Presidente Pizzeria Napoletana,These ads ran without a disclaimer,≤100,1
977985252225675,HORIA Toader,These ads ran without a disclaimer,≤100,1
111066186995447,Lumea lui Paul,Paul Timoce,≤100,2
1447073538898175,ALDE Iasi,These ads ran without a disclaimer,≤100,1
1015644208455044,Springfield School,These ads ran without a disclaimer,≤100,1
108935624217559,Pro Romania Comuna Zvoristea,PRO România Suceava,≤100,1
940259426015464,PRO România Tecuci,These ads ran without a disclaimer,≤100,1
107073854295123,PSD 1 Decembrie - Ilfov,These ads ran without a disclaimer,≤100,2
137410079645823,Instituto Europeo de Psicología Positiva - IEPP,These ads ran without a disclaimer,≤100,9
1636251600012860,Olteanu Cosmin,Olteanu Cosmin,≤100,1
448492365972991,Liliana Carmen Stoica,These ads ran without a disclaimer,≤100,1
66500373395,Eurofound,These ads ran without a disclaimer,≤100,15
1672939086333389,Asociația RE:START ROMÂNIA,These ads ran without a disclaimer,≤100,1
103633110984464,Sergiu Leuce,"Uniunea Salvați România, Filiala Județeană Cluj",≤100,1
2275053582716075,Viorel Holban,These ads ran without a disclaimer,≤100,3
1376625272664759,PES activists Suceava,These ads ran without a disclaimer,≤100,1
914483748709817,S.A.M Impotriva Coruptiei,These ads ran without a disclaimer,≤100,1
2148989228506002,Romania viitorului,These ads ran without a disclaimer,≤100,1
100282871834600,Voteaza Niculae Doicu Primar,Alexandru Andreescu,≤100,7
294767931475351,Florin Mazareanu,These ads ran without a disclaimer,≤100,5
502618176571123,Stefana Zibileanu,These ads ran without a disclaimer,≤100,3
108099250769004,DanPentruStefanesti,Dan Iancu,≤100,1
1553693728100032,TNL Pitesti,These ads ran without a disclaimer,≤100,1
1650407101682467,Muzeul Etnografic "Anton Badea" Reghin,These ads ran without a disclaimer,≤100,1
100624585056781,George Pleșu,These ads ran without a disclaimer,≤100,1
299054987630199,Turenschi Aurelia - Maria,Aurelia PRO România,≤100,2
112156570635525,Adrian Costin Călin,GMC Media,≤100,3
450724938740231,Partidul România Noastră - Organizația Cluj,These ads ran without a disclaimer,≤100,4
105936501017912,Organizatia PMP Tudora,These ads ran without a disclaimer,≤100,6
620693071890845,Crișan Sergiu - un primar gospodar,Sergiu Crisan,≤100,3
150182251696079,Docuart,Docuart,≤100,3
1415002928807791,PNL Arad,Catalin-Florin Filea,≤100,2
354490278034211,TNL Brăila,Pascale Daniela Andreia,≤100,2
107887974388584,Alegeri locale,These ads ran without a disclaimer,≤100,2
1824163180970593,Marketez,These ads ran without a disclaimer,≤100,1
699649027104632,DeepGreen,These ads ran without a disclaimer,≤100,8
508572592666785,Alin Drăgulin,These ads ran without a disclaimer,≤100,4
100531944627385,Privacy Social Team Corporation,These ads ran without a disclaimer,≤100,3
590580728296680,PRO România Chirnogi,Balca Ionut,≤100,1
335173593224691,Profesional Academy,These ads ran without a disclaimer,≤100,1
412027232142804,Clinica Helicomed Iași,These ads ran without a disclaimer,≤100,1
870562319687026,Bogdan Petrea,Petrea Bogdan,≤100,2
363188807102,AXN Romania,These ads ran without a disclaimer,≤100,1
0,Marketplace Seller 3403208723,These ads ran without a disclaimer,≤100,3
758488754499216,USR Nușeni,USR Nușeni,≤100,6
0,Instagram User 3392513047,These ads ran without a disclaimer,≤100,1
693886104099682,VIBE Fesztivál,These ads ran without a disclaimer,≤100,1
115363216827834,Cătălin Davidescu,These ads ran without a disclaimer,≤100,3
2274198459531349,PLUS Bacău,These ads ran without a disclaimer,≤100,1
165004157332215,EWA: Learn English,These ads ran without a disclaimer,≤100,6
2078090792501787,USR Feldru,Stan Calin,≤100,6
103001371554725,XPN Live,These ads ran without a disclaimer,≤100,1
2537553002983466,PNL Todirești Vaslui,These ads ran without a disclaimer,≤100,1
371559100082691,USR Zagra,Stan Calin,≤100,6
212122622200911,Mugur Varzariu,These ads ran without a disclaimer,≤100,1
118996153033301,ADER Ciorogârla,Marilena-Carmen Calitoi,≤100,1
100207121618611,Solidari cu VOI,Sorin Mădulărea,≤100,1
108801900624850,Cojocaru Petru Bogdan,These ads ran without a disclaimer,≤100,1
107470323953199,Luminița Popescu,These ads ran without a disclaimer,≤100,1
100785748200027,anaraucea,These ads ran without a disclaimer,≤100,4
2045692345684174,SNST Bucuresti,These ads ran without a disclaimer,≤100,1
447787405313835,Dragos Benea,These ads ran without a disclaimer,≤100,1
115697119829935,Poduri - Primar,These ads ran without a disclaimer,≤100,2
101101447904216,Partidul Verde Dolj,These ads ran without a disclaimer,≤100,2
676007043218595,Lopătari pe Plus,These ads ran without a disclaimer,≤100,1
109779824179526,vlad_sergiu,These ads ran without a disclaimer,≤100,1
574773536523225,lercaptsec2,These ads ran without a disclaimer,≤100,1
2275507816068739,PSD Hangu,These ads ran without a disclaimer,≤100,3
121716891884587,Angelica Fădor,These ads ran without a disclaimer,≤100,1
208473895868043,Şcoala Gimnazială "Apostol D. Culea" Sudiţi,These ads ran without a disclaimer,≤100,3
2227856440760518,PNL Blejești Oficial,These ads ran without a disclaimer,≤100,5
170623543081668,Adrian Oros,These ads ran without a disclaimer,≤100,4
107677710673094,Costin Simion,These ads ran without a disclaimer,≤100,5
104943087569534,Gabriel Popa,These ads ran without a disclaimer,≤100,4
355055648411528,Vlad Sincӑ,These ads ran without a disclaimer,≤100,2
312400949661807,Sorin Chebac,Sorin Chebac,≤100,1
102569944647488,Alianța pentru Unirea Românilor Botoșani,George Chitială,≤100,1
106687767764220,Onur Asan,These ads ran without a disclaimer,≤100,1
171518712860990,Ballantine's,These ads ran without a disclaimer,≤100,1
113845323384701,USR Ațel,Uniunea Salvați România - USR,≤100,1
457179844389343,Jetrun,These ads ran without a disclaimer,≤100,1
188629131553629,USR Mediaș,Uniunea Salvați România - USR,≤100,1
1978829375759837,Adrian Pau,Iustin-Rene-Ionut Şteţco,≤100,3
1790323807741585,Mihai Stanciu,These ads ran without a disclaimer,≤100,4
110691246963193,"Fiii Satului Căpâlna, Sălaj",These ads ran without a disclaimer,≤100,2
102875857723906,Partidul Verde Ialomita,Partidul Verde Ialomița,≤100,1
565395440232660,Mihaela Cartis,These ads ran without a disclaimer,≤100,2
949121781844095,Pnl Oboga,These ads ran without a disclaimer,≤100,2
381316595369771,PortaVoce,These ads ran without a disclaimer,≤100,1
114198490373088,Maria Rodilă,"Uniunea Salvati Romania, Filiala Județeană Cluj",≤100,1
117782549628608,caddy1992,These ads ran without a disclaimer,≤100,20
1165067943651438,Patriotul George,These ads ran without a disclaimer,≤100,1
138550707639012,Dorian Zaharie pentru Tălmaciu,These ads ran without a disclaimer,≤100,1
811113865590071,Radioumbrela.ro,These ads ran without a disclaimer,≤100,1
109446734003726,Echipa Corneliu Stefan,These ads ran without a disclaimer,≤100,1
457562244733082,C.Alin Photography,These ads ran without a disclaimer,≤100,5
1452226175067884,Radio Târgu Jiu,These ads ran without a disclaimer,≤100,2
109264334319030,Mărculescu Dumitru,Țigănele Marius-Sorin,≤100,1
351878398497174,Găvrilă Ghilea,These ads ran without a disclaimer,≤100,1
173541542683024,CSE Australia,These ads ran without a disclaimer,≤100,1
564618550643019,Carmil Chelaru,These ads ran without a disclaimer,≤100,5
191458564203987,Cristian Lumea in care traim,These ads ran without a disclaimer,≤100,2
100569721396966,Flavia Boghiu,These ads ran without a disclaimer,≤100,4
1673263446223230,Iuliana Cristina Grigorescu,These ads ran without a disclaimer,≤100,3
109846680944112,Cantina Partidului by La Partid,These ads ran without a disclaimer,≤100,1
226170974250038,PSD MURES,These ads ran without a disclaimer,≤100,3
180205302758780,Cristian Băcanu,These ads ran without a disclaimer,≤100,2
113100693769851,Alianța USR PLUS Oltenița,Ivan Andrei,≤100,1
200221474069394,Bobon Razvan Alexandru,These ads ran without a disclaimer,≤100,1
1063852297127170,Andrei Macsut,These ads ran without a disclaimer,≤100,1
610624195807613,PSD BUCOV,Ene Petre,≤100,2
200711280640972,Asociația Apel la Acțiune,CHIFA IOANA-RALUCA,≤100,1
646613392156912,Milea Ionut,PSD Buzau,≤100,1
104726924449515,Partidul Ialomițenilor Organizația Țăndărei,These ads ran without a disclaimer,≤100,2
473878673016279,USR Șelimbăr,These ads ran without a disclaimer,≤100,2
473363713188731,PLUS Constanța,These ads ran without a disclaimer,≤100,1
159918954702978,Ionel Stanciu,Ionel Stanciu,≤100,3
102814524634522,TNL Curtea de Arges,These ads ran without a disclaimer,≤100,2
103208597872763,Ovidiu Cupșa,These ads ran without a disclaimer,≤100,1
401146403315692,CSL Cluj - Clubul Studentesc Liberal,Student Liberal,≤100,2
343188789082453,Anamaria Maxim,These ads ran without a disclaimer,≤100,4
113938380155134,USR Zorleni,USR Vaslui,≤100,2
261321050611325,Funky Citizens,These ads ran without a disclaimer,≤100,1
102498884928846,PNL Boșorod,Confort Media pentru Partidul National Liberal - Filiala Hunedoara,≤100,1
107623574336798,Arabic style,These ads ran without a disclaimer,≤100,2
458918164847350,Camelia Danda,Camelia Danda-Zavoian,≤100,3
107651084218159,Pavel Georgini - gânduri și fapte bune,These ads ran without a disclaimer,≤100,2
214965855798279,USR Nuci,USR Ilfov,≤100,1
1591602274474140,Junama,These ads ran without a disclaimer,≤100,2
310458929645630,USR Groșii Țibleșului,These ads ran without a disclaimer,≤100,1
259643564726859,USR Teaca,USR Teaca,≤100,5
102121068040503,Asociatia DAREVO,These ads ran without a disclaimer,≤100,2
106822884312299,Alexandru POTOR şi echipa pentru Slobozia,PSD Ialomita,≤100,2
104288701371953,Bica Ioan,Bica Ioan,≤100,2
2196562630572666,RomulusOprica.Ro,These ads ran without a disclaimer,≤100,1
109959390557436,Inge Mihalik,Ingeborg Mihalik,≤100,2
1841876106118515,Pollyanna Hangan,These ads ran without a disclaimer,≤100,4
193002944144288,Mircea Manolache,60fpsstudioSRL,≤100,2
235050999892169,Indiscret in Oltenia,These ads ran without a disclaimer,≤100,2
101772281433779,ADN Târgu-Jiu,These ads ran without a disclaimer,≤100,2
461838944252133,PNL Târgoviște,ADVERTISING AD CONNECT S.R.L.,≤100,3
682021868650880,COTAR,These ads ran without a disclaimer,≤100,2
857744204281516,eropedia.ro,These ads ran without a disclaimer,≤100,2
106658920962277,Cotinescu Aurelian,These ads ran without a disclaimer,≤100,2
758215870947103,Replica de Constanta,These ads ran without a disclaimer,≤100,4
1901627880163009,CRYO Health & Beauty,These ads ran without a disclaimer,≤100,2
989094357880791,Maricela Cobuz,These ads ran without a disclaimer,≤100,5
107320894052132,Romulus - Valentin Berindeie,Romulus Valentin Berindeie,≤100,1
1655717947795065,Bogdan Pivariu,These ads ran without a disclaimer,≤100,3
110448547429556,PRO România Cornești Cluj,Megasoft Systems,≤100,2
2262618497319536,USR Satulung,These ads ran without a disclaimer,≤100,1
108555340963083,Florin Bogdan Cernea,Florin-Bogdan Cernea,≤100,2
519093894797918,Eugen Orlando Teodorovici,These ads ran without a disclaimer,≤100,4
175354165837662,AwareGO,These ads ran without a disclaimer,≤100,7
0,Marketplace Seller 8124596011,These ads ran without a disclaimer,≤100,1
1420129598280317,The Good Lobby,These ads ran without a disclaimer,≤100,8
757992421240101,USR Poiana Ilvei,USR Poiana Ilvei,≤100,5
1826606554233406,Narcis Constantin,NARCIS-CATALIN CONSTANTIN,≤100,1
201920416986321,EM360 Studio,These ads ran without a disclaimer,≤100,3
107750507704533,WATER TECH,These ads ran without a disclaimer,≤100,2
132087503626454,Glasuri dintre dealuri,These ads ran without a disclaimer,≤100,2
456378347811074,Societatea Romana de Microbiologie,These ads ran without a disclaimer,≤100,1
113809070389037,Felician Bebe Pasere,These ads ran without a disclaimer,≤100,2
103545391184272,Székelyföld / Ținutul Secuiesc / Székely Land,Zsombor Ferencz,≤100,2
1739041836110392,Mirabela Miron,These ads ran without a disclaimer,≤100,2
156413854812446,Partidul Social Democrat  Constanța,These ads ran without a disclaimer,≤100,1
104248844517248,Knowledge Library,These ads ran without a disclaimer,≤100,1
101320198300208,PRO România - Organizația de Studenți,These ads ran without a disclaimer,≤100,7
883773991973429,USR Păuleşti,USR Paulesti,≤100,2
101265081889449,Mobilitate Europeană,Florin Grigorescu,≤100,7
297415760717857,Ivan Dokša,These ads ran without a disclaimer,≤100,4
100508868226477,ADN Prigoria,These ads ran without a disclaimer,≤100,6
458920924521680,PRO România Timiș,These ads ran without a disclaimer,≤100,3
1921145161285210,USR - Orașul Flămânzi,These ads ran without a disclaimer,≤100,2
295615434703663,PLUS rural,These ads ran without a disclaimer,≤100,1
110318557220687,USR Râşca,These ads ran without a disclaimer,≤100,1
638373433454317,Sorin Ștefan Umbrărescu,These ads ran without a disclaimer,≤100,1
105352124294788,Marcu Gildo,Gildo Marcu,≤100,2
112423440132097,Stănică Maria Raluca,PNL Vâlcea,≤100,1
174663939345050,Husi - Orasul Dintre Vii,These ads ran without a disclaimer,≤100,1
107616614247312,Catalin Manea,These ads ran without a disclaimer,≤100,4
263536304333754,USR Miceștii de Câmpie,USR Miceștii de Câmpie,≤100,6
112928730399292,PNȚCD Ciurea,Diaconu  Nicolae,≤100,2
421589994936408,PNL Gohor,These ads ran without a disclaimer,≤100,1
111252540547204,Deușan Ionel Daniel,Ionel Deusan,≤100,1
111126157157803,Pro România Așchileu,Megasoft Systems,≤100,2
100491781650498,Calin Georgescu - Premierul Nostru,Simion George-Nicolae,≤100,3
1471516023156728,Decarbonizare Motor Auto Timisoara Simon,These ads ran without a disclaimer,≤100,1
1711796715720370,DaddyCool.ro,These ads ran without a disclaimer,≤100,3
977140965673558,Ionel Vatamanu,These ads ran without a disclaimer,≤100,1
104326494827984,Șuchea Iulian,These ads ran without a disclaimer,≤100,2
105064871263914,Prunariu Mihai-Octavian,Alexandru-Madalin Cremeneanu,≤100,3
1694268027457496,Felsőbbfokú Tanulmányok Intézete,These ads ran without a disclaimer,≤100,1
101125198290516,Cristian BARBU,These ads ran without a disclaimer,≤100,3
0,Instagram User 5300074924,These ads ran without a disclaimer,≤100,1
102377428012673,PNL Sector 1 - Zona Banu Manta + Kiseleff,These ads ran without a disclaimer,≤100,2
101247135032882,Dr. FILIP Constantin - Titian,These ads ran without a disclaimer,≤100,1
184028071751540,Plictisescu.ro,These ads ran without a disclaimer,≤100,1
459119827571662,Partidul National Liberal Sascut,These ads ran without a disclaimer,≤100,1
110699807209747,Horea Șarlea,These ads ran without a disclaimer,≤100,1
100154228485296,Simona Lup - primar în Lazuri de Beiuș,Florin Iosif,≤100,2
595117717334651,Paul Gabriel Andrei,These ads ran without a disclaimer,≤100,7
278823942315040,Uniunea Artiștilor Plastici din România,These ads ran without a disclaimer,≤100,1
383342558518896,Alianța pentru Unirea Românilor Mureș,These ads ran without a disclaimer,≤100,2
101101447904216,Partidul Verde Dolj,Tudor Huidila,≤100,1
104710764664152,PRO România Beliș,Megasoft Systems SRL,≤100,2
2473338472886529,USR Tineret Slatina,Uniunea Salvați România,≤100,2
105490001275879,Remus Sângeorzan,ACT DESIGN STUDIO,≤100,4
574131256601790,Constantin C. Hrițcan,Constantin Hrițcan,≤100,2
1383118248620520,PMP Maramures,These ads ran without a disclaimer,≤100,1
1901278056804126,Demos Timișoara,These ads ran without a disclaimer,≤100,2
1239692236179782,USR Ilva Mică,Stan Calin,≤100,4
114179220408791,Macaveiu Victor Mircea Consilier Local Corunca,Partidul Verde,≤100,3
100254005221791,Furdui Lucian 1,Infotulcea.ro,≤100,3
446988702171255,Renert Dusout,These ads ran without a disclaimer,≤100,1
300935403262956,Cupio,These ads ran without a disclaimer,≤100,1
220011235591780,USR Romuli,Stan Calin,≤100,7
360452994777644,PRO România Roznov,These ads ran without a disclaimer,≤100,1
111937710287992,Primăria Borlești,These ads ran without a disclaimer,≤100,1
109980614165787,Filip Diana-Roxana,Diana-Roxana Filip,≤100,1
104724838022619,Rocargo Connect SRL,These ads ran without a disclaimer,≤100,7
424352390939805,"Hunedoara,trecut,prezent si viitor",These ads ran without a disclaimer,≤100,5
1498149113813076,Florin Cîţu,These ads ran without a disclaimer,≤100,1
2329545444038160,Almond,Florin Jurjiu,≤100,1
341870513275130,USR Lechința,Stan Calin,≤100,4
105925994568710,Fonduri europene nerambursabile,These ads ran without a disclaimer,≤100,1
110684676935961,ProDefence,These ads ran without a disclaimer,≤100,1
148174038610602,Gabriel Boriga,These ads ran without a disclaimer,≤100,1
107908000630715,Partidul ADER Sector 2,Maria-Crenguta Zlatoianu,≤100,2
175687276237451,Andrei Manea,These ads ran without a disclaimer,≤100,2
1412756649031058,PMP DOLJ - Partidul Miscarea Populara,These ads ran without a disclaimer,≤100,1
271666353737379,Rodica Nassar,These ads ran without a disclaimer,≤100,2
668129379887378,Dan Motreanu,These ads ran without a disclaimer,≤100,5
581535282345951,La Feminin,These ads ran without a disclaimer,≤100,1
108330150746549,Sorin Laurentiu Badea,These ads ran without a disclaimer,≤100,4
106801997825907,Necula Doru Campanie 2020,These ads ran without a disclaimer,≤100,2
113499433369520,Sever Stana,These ads ran without a disclaimer,≤100,1
650916528388204,PNL Negreşti Oaş,These ads ran without a disclaimer,≤100,9
102448641582552,Mihai Tomescu,These ads ran without a disclaimer,≤100,3
446096919493664,Cernavoda e Pro România,These ads ran without a disclaimer,≤100,2
0,Instagram User 2645587105,These ads ran without a disclaimer,≤100,1
223060261122134,Victor Banţa,These ads ran without a disclaimer,≤100,2
