Page ID,Page Name,Disclaimer,Amount Spent (RON),Number of Ads in Library
603959439665212,Dharma Bums Yoga & Activewear,These ads ran without a disclaimer,≤100,4
627178867728403,USR Cordun Pildești Simionești,These ads ran without a disclaimer,≤100,1
618407168341481,Lello Longobardi,These ads ran without a disclaimer,≤100,1
118184978196457,DW فارسی,These ads ran without a disclaimer,≤100,7
208398886747282,Just a Soldier,These ads ran without a disclaimer,≤100,1
2179155772307386,ИСЛАМИСТЪ,These ads ran without a disclaimer,≤100,1
111604030380261,ioja_24,These ads ran without a disclaimer,≤100,4
321828964687214,Fiestalonia Milenio,These ads ran without a disclaimer,≤100,1
100969688389552,UK Hirak  حراك الجزائريين بالمملكة المتحدة,These ads ran without a disclaimer,≤100,5
109459630427336,Lila,These ads ran without a disclaimer,≤100,1
106811907338488,ReadNow,These ads ran without a disclaimer,≤100,4
22437985072,Alibaba.com,These ads ran without a disclaimer,≤100,1
208685479508187,U-Report Global,These ads ran without a disclaimer,≤100,1
2307318642813097,WEO ENDO 2020,These ads ran without a disclaimer,≤100,1
331400597547732,A Kids Book About,These ads ran without a disclaimer,≤100,1
307340826665246,USR Mihai Eminescu,These ads ran without a disclaimer,≤100,1
186188888200067,Global Himalayan Expedition,These ads ran without a disclaimer,≤100,1
669307523469574,EveryJew,These ads ran without a disclaimer,≤100,4
105769894165268,DIY use of SUN,These ads ran without a disclaimer,≤100,4
112053700582873,Registrierte Dokumente,These ads ran without a disclaimer,≤100,1
1767886810189145,4IL,These ads ran without a disclaimer,≤100,3
104110154382445,AIO Hoodie,These ads ran without a disclaimer,≤100,1
113141843825068,WS,These ads ran without a disclaimer,≤100,3
1786847444919146,Must-see Kickstarter projects,These ads ran without a disclaimer,≤100,4
165644626810732,A.B. Dental Corporate,These ads ran without a disclaimer,≤100,4
437485097085800,Awesome T-shirt For You,These ads ran without a disclaimer,≤100,1
115579498521257,Eurozine,These ads ran without a disclaimer,≤100,1
344616922282535,民政事務局   Home Affairs Bureau HK,These ads ran without a disclaimer,≤100,1
126240814936,Krifa,These ads ran without a disclaimer,≤100,1
2234829139876514,Eyong Survival Confidence,These ads ran without a disclaimer,≤100,1
105934391235043,josecapitanikizombalife,These ads ran without a disclaimer,≤100,1
231483065542,DeineTierwelt,These ads ran without a disclaimer,≤100,1
189100717318,Kırım Haber Ajansı - QHA,These ads ran without a disclaimer,≤100,1
1059324677468941,LEO MAZZOTTI,These ads ran without a disclaimer,≤100,2
2263431787308789,The Expat Experts,These ads ran without a disclaimer,≤100,3
458802837620732,LePrince Doorson,These ads ran without a disclaimer,≤100,1
235916463134442,Jeremy Gilley,These ads ran without a disclaimer,≤100,1
164062096960781,Babaszoba.hu,These ads ran without a disclaimer,≤100,1
102939571267680,Apollo Seed,These ads ran without a disclaimer,≤100,1
112285220489332,Surgent Residence,These ads ran without a disclaimer,≤100,1
136457780420711,Sven Andrew,These ads ran without a disclaimer,≤100,3
116502226391555,Alex Scaglia,These ads ran without a disclaimer,≤100,5
209253609854374,Magic Magid,These ads ran without a disclaimer,≤100,1
224597158386607,Rosa-Luxemburg-Stiftung / English,These ads ran without a disclaimer,≤100,6
120670759766766,Ahmad Muhammad,These ads ran without a disclaimer,≤100,1
750920041906737,Animal Save Italia,These ads ran without a disclaimer,≤100,1
104795967575690,Sirop.ro,These ads ran without a disclaimer,≤100,1
65639912452,Trevor Noah,These ads ran without a disclaimer,≤100,2
75608370019,United States Institute of Peace,These ads ran without a disclaimer,≤100,2
337945686551608,Stanciu Marian,These ads ran without a disclaimer,≤100,1
969300856507351,Nagybecskereki Borona,These ads ran without a disclaimer,≤100,1
102166421477967,Motca in oglinda,These ads ran without a disclaimer,≤100,1
301228920600125,Alper İlter Photography,These ads ran without a disclaimer,≤100,1
558967217640007,MENIMA,These ads ran without a disclaimer,≤100,1
41486668846,University of Iowa,These ads ran without a disclaimer,≤100,1
105123379552892,TVP Polonia,These ads ran without a disclaimer,≤100,1
1563230160440766,Take A Part Now,These ads ran without a disclaimer,≤100,3
464869844040164,Gmascota,These ads ran without a disclaimer,≤100,2
147920821808,kunzt - contemporary art,These ads ran without a disclaimer,≤100,1
105212980830993,Ring Forests,These ads ran without a disclaimer,≤100,3
672201442910886,Arbore genealogic,These ads ran without a disclaimer,≤100,2
143021112391265,Jacobin magazine,Jacobin Foundation,≤100,1
132370990652224,اللقاء من الصفر,These ads ran without a disclaimer,≤100,1
103180461047133,Sierracoin - Join the Solar Mining Revolution,These ads ran without a disclaimer,≤100,1
164803593917887,Mario Lorenzin,These ads ran without a disclaimer,≤100,1
441703342896364,The Upright Project,These ads ran without a disclaimer,≤100,1
212515512134895,Ketto,These ads ran without a disclaimer,≤100,4
461672990517689,Why in the World are They Spraying?,These ads ran without a disclaimer,≤100,2
111639390265253,Land of Epirus,These ads ran without a disclaimer,≤100,2
105629537534791,Music Woods,These ads ran without a disclaimer,≤100,2
196728500339981,European Academy of Diplomacy | Europejska Akademia Dyplomacji | EAD,These ads ran without a disclaimer,≤100,2
1329917450368939,IETL Institute for European Traffic Law,These ads ran without a disclaimer,≤100,1
5883973269,Liberal Democrats,the Liberal Democrats,≤100,5
495074195267,Catholic Online,These ads ran without a disclaimer,≤100,2
1050304211799974,Ryan J. Stills,These ads ran without a disclaimer,≤100,2
115882230287317,Andrei Murariu,These ads ran without a disclaimer,≤100,1
217760961616287,United World Organisation,These ads ran without a disclaimer,≤100,1
147698828729567,Feminist Apparel,These ads ran without a disclaimer,≤100,5
323716711054128,ESOF 2020 Trieste,These ads ran without a disclaimer,≤100,1
1415953441956155,Orbex,These ads ran without a disclaimer,≤100,14
705174796545823,CSCEC EGYPT,These ads ran without a disclaimer,≤100,1
1160897907400322,The Manifold,These ads ran without a disclaimer,≤100,1
2294914184083545,Tasty Cooking,These ads ran without a disclaimer,≤100,2
571596473345497,Property2invest,These ads ran without a disclaimer,≤100,2
204774446232075,Molhe Leste,These ads ran without a disclaimer,≤100,1
171981399280,Foodbeast,These ads ran without a disclaimer,≤100,1
100803965179923,SE Solar,These ads ran without a disclaimer,≤100,1
778925672249019,Patria Bank,These ads ran without a disclaimer,≤100,1
647107055713016,CESI - Independent Trade Unions,These ads ran without a disclaimer,≤100,1
105780167530946,roomformoon_ldn,These ads ran without a disclaimer,≤100,2
106230730951842,Fy abbey-shop,These ads ran without a disclaimer,≤100,5
106928507365694,The Sealed Book - Zion Project,These ads ran without a disclaimer,≤100,1
1885076295126964,De amoru' artei,These ads ran without a disclaimer,≤100,1
1697420573821710,General Bloodline Kennel,These ads ran without a disclaimer,≤100,1
1580854348649627,Hydrosol,These ads ran without a disclaimer,≤100,1
110033267146884,coscoskunerol,These ads ran without a disclaimer,≤100,1
464517424088651,Heroes Of Expedition,These ads ran without a disclaimer,≤100,2
388345515368411,Grup de servicii,These ads ran without a disclaimer,≤100,1
574789499629495,Ramona Goga,These ads ran without a disclaimer,≤100,6
2920260511349241,Natursphere,These ads ran without a disclaimer,≤100,5
120040214688622,"Totus Tuus, Maria",These ads ran without a disclaimer,≤100,3
831448973626558,IOI 2021 Singapore,These ads ran without a disclaimer,≤100,1
101066844951430,Ipanda2,These ads ran without a disclaimer,≤100,8
317160435809415,Rose tshirt,These ads ran without a disclaimer,≤100,1
376692216202,CLEAR RIVERS,These ads ran without a disclaimer,≤100,1
197727873578501,Senator Migz Zubiri,These ads ran without a disclaimer,≤100,1
1152885191422950,The Bamboo Brush Society,These ads ran without a disclaimer,≤100,7
127836261453,New York American Water,New York American Water,≤100,4
1665934980286409,Emanuel Havrici,These ads ran without a disclaimer,≤100,1
1844471839009373,Story of Viluška,These ads ran without a disclaimer,≤100,1
141000842608491,Falstaff Living,These ads ran without a disclaimer,≤100,1
0,Instagram User 1077626850,These ads ran without a disclaimer,≤100,2
370168086926253,RTA Pashto,These ads ran without a disclaimer,≤100,1
1026704817419329,Peugeot Motocycles,These ads ran without a disclaimer,≤100,1
1559417654377042,Zerocarabistouille : une famille zéro déchet,These ads ran without a disclaimer,≤100,1
110729352323335,Master of Biotechnology at Northwestern University,These ads ran without a disclaimer,≤100,4
102823661621629,Coopérative France Journal Luxembourg,These ads ran without a disclaimer,≤100,3
109284884126965,Dreame-Love-once,These ads ran without a disclaimer,≤100,1
350097562443914,Hippie Souls - Amzitee,These ads ran without a disclaimer,≤100,14
102643747931276,HD Movie +,These ads ran without a disclaimer,≤100,1
189234534569546,Cape Clasp,These ads ran without a disclaimer,≤100,4
33575580843,Microsoft Research,These ads ran without a disclaimer,≤100,2
427302110732180,Mike Cernovich,Michael Cernovich,≤100,1
110303024172306,Breaking News,These ads ran without a disclaimer,≤100,1
1953396604963180,Funny Football Moments,These ads ran without a disclaimer,≤100,1
224132917762004,Wikifactory,These ads ran without a disclaimer,≤100,7
1284455298373961,Recycled Waste Za,These ads ran without a disclaimer,≤100,1
1887121318239559,Sly deSilva,These ads ran without a disclaimer,≤100,1
230530994542764,"Votedhr - Eleições, Democracia e Direitos Humanos",These ads ran without a disclaimer,≤100,1
321444097948759,Lucky Craft Saltwater,These ads ran without a disclaimer,≤100,1
110220890585105,Moohenbus,These ads ran without a disclaimer,≤100,1
848204092193220,Nihil List Christo,These ads ran without a disclaimer,≤100,1
103110501618087,Vera Travel,These ads ran without a disclaimer,≤100,1
1889443871117701,Андрей Ситнянский,These ads ran without a disclaimer,≤100,2
290881691011354,Andreas Schieder,These ads ran without a disclaimer,≤100,1
107538627515747,Ștefana Goția,These ads ran without a disclaimer,≤100,1
286024838211409,The Brodsky Organization,These ads ran without a disclaimer,≤100,3
335804073233358,Anarchapulco,These ads ran without a disclaimer,≤100,1
181872918586509,AMED,These ads ran without a disclaimer,≤100,1
447653721944940,Rashmee Roshan Lall,These ads ran without a disclaimer,≤100,2
680418385353616,Dane Wigington,These ads ran without a disclaimer,≤100,4
11647471444,National Forest Foundation,National Forest Foundation,≤100,1
566984963758480,Evo_Marka,These ads ran without a disclaimer,≤100,1
103525934827116,Marius Cosmescu Candidat la Primăria Sectorului 2,These ads ran without a disclaimer,≤100,1
118671478740432,Solitaire - Grand Harvest,These ads ran without a disclaimer,≤100,1
266147123497304,Creative New Zealand,These ads ran without a disclaimer,≤100,1
10150125922745511,Eden Ibiza (Official Fan Page),These ads ran without a disclaimer,≤100,2
102841994443050,Jolics Jewels,These ads ran without a disclaimer,≤100,1
382960448846883,Umair Shaikh,These ads ran without a disclaimer,≤100,3
105920107947355,OnlineHustler 2.0,These ads ran without a disclaimer,≤100,2
426021277760348,Lee Mangold for Florida House 28,"Lee Mangold, Democrat, for Florida House 28",≤100,1
351518015042189,Knights & Brides,These ads ran without a disclaimer,≤100,1
450391411645445,Nada Rabaa معاً أقوى من الأيام,These ads ran without a disclaimer,≤100,4
892865974105443,Mackwoods Tea,These ads ran without a disclaimer,≤100,1
100729118358536,Daily Tarot by Lizzy,These ads ran without a disclaimer,≤100,1
153028785566305,Parents Against Child Detention הורים נגד מעצרי ילדים,These ads ran without a disclaimer,≤100,1
2259704507429425,Responses to the NZ Mosque attacks,These ads ran without a disclaimer,≤100,3
168288956624849,Moveltraxx,These ads ran without a disclaimer,≤100,1
105506247769742,Hon. Abdullahi Olad Roble,These ads ran without a disclaimer,≤100,1
132144363505671,Nessy,These ads ran without a disclaimer,≤100,1
406949709352265,Giorgi Vashadze / გიორგი ვაშაძე,These ads ran without a disclaimer,≤100,2
387597328078970,Artform Platform,These ads ran without a disclaimer,≤100,18
537850793336410,Idle Capitalist,These ads ran without a disclaimer,≤100,5
0,Instagram User 9497898053,These ads ran without a disclaimer,≤100,1
113830056655758,"China National Tourist Office, London",These ads ran without a disclaimer,≤100,2
335822339798949,SALTO-Youth Participation & Information,These ads ran without a disclaimer,≤100,2
2412958068767876,Little Factory,These ads ran without a disclaimer,≤100,3
358376852559,Infinit Agency,These ads ran without a disclaimer,≤100,1
886690438065058,Medgyesi Rmdsz,Balázs Botond,≤100,1
1716461208599674,the people's poncho,These ads ran without a disclaimer,≤100,1
149672868418032,Harvard Radcliffe Institute,These ads ran without a disclaimer,≤100,1
139279088075,Startup Commons,These ads ran without a disclaimer,≤100,2
2122866627965010,Acne Treatment Vlogs,These ads ran without a disclaimer,≤100,1
2409084425774877,Anna Machowiak,These ads ran without a disclaimer,≤100,1
265482460238258,Grecu și Asociații,These ads ran without a disclaimer,≤100,1
103874493016682,amiea micropigmentation,These ads ran without a disclaimer,≤100,1
102179621625569,Future Hospitality Summit,These ads ran without a disclaimer,≤100,1
105495071114204,Genesis Fanatics,These ads ran without a disclaimer,≤100,1
112640537190628,Breatheups.com,These ads ran without a disclaimer,≤100,2
1221666737892722,Energie pentru viitor,These ads ran without a disclaimer,≤100,1
212000792504954,Tech Crowdfunding Projects,These ads ran without a disclaimer,≤100,1
47298465905,Malaysiakini,These ads ran without a disclaimer,≤100,1
113383486999484,Laura Taran,These ads ran without a disclaimer,≤100,2
