Page ID,Page Name,Disclaimer,Amount Spent (HUF),Number of Ads in Library
1989124054729948,Jobbik Edelény,Jobbik Magyarországért Mozgalom,3200,1
2188022797912328,Jobbik Enying,Jobbik Magyarországért Mozgalom,3200,1
403746009699718,Jobbik Jánossomorja,Jobbik Magyarországért Mozgalom,3200,1
2219820528280125,Jobbik Cibakháza,Jobbik Magyarországért Mozgalom,3200,2
1566298513632989,Jobbik Zalaszentgrót,Jobbik Magyarországért Mozgalom,3200,1
187284278027767,Jobbik Tótkomlós,Jobbik Magyarországért Mozgalom,3200,1
2126326927653425,Jobbik Nyírtelek,Jobbik Magyarországért Mozgalom,3200,1
380780789182690,Jobbik Tápiószele,Jobbik Magyarországért Mozgalom,3200,1
209794596158414,Jobbik Jászkisér,Jobbik Magyarországért Mozgalom,3200,1
600336920461739,Jobbik Szikszó,Jobbik Magyarországért Mozgalom,3200,1
1120655518122185,Jobbik Martonvásár,Jobbik Magyarországért Mozgalom,3200,1
967542039924688,Jobbik Balatonlelle,Jobbik Magyarországért Mozgalom,3200,1
112782320092806,Dr. Garay Rita Tótkomlós polgármestere,These ads ran without a disclaimer,3200,3
2401815516619284,Jobbik Nyíradony,Jobbik Magyarországért Mozgalom,3200,1
195591623850531,Jobbik Kerepes,Jobbik Magyarországért Mozgalom,3200,1
331297250834054,Jobbik Füzesgyarmat,Jobbik Magyarországért Mozgalom,3200,1
706792502685778,Jobbik Szentlőrinc,Jobbik Magyarországért Mozgalom,3200,1
169778129745725,Jobbik Vasi,Jobbik Magyarországért Mozgalom,3200,1
267262614177721,Jobbik Tamási,Jobbik Magyarországért Mozgalom,3200,1
2379926212116445,Reflexió,Láng László Zoltán,3200,1
712792568843768,Jobbik Újkígyós,Jobbik Magyarországért Mozgalom,3200,1
532158746924221,Jobbik Berhida,Jobbik Magyarországért Mozgalom,3200,1
203376289687169,Jobbik Kaba,Jobbik Magyarországért Mozgalom,3200,1
1209403222542095,Jobbik Dömsöd,Jobbik Magyarországért Mozgalom,3200,1
369848173167264,Jobbik Mogyoród,Jobbik Magyarországért Mozgalom,3200,1
889176921151774,Jobbik Dévaványa,Jobbik Magyarországért Mozgalom,3200,1
271973526668745,Jobbik Kunszentmiklós,Jobbik Magyarországért Mozgalom,3200,1
667521583446873,Jobbik Solt,Jobbik Magyarországért Mozgalom,3200,1
112857489059700,Jobbik Dunavarsány,Jobbik Magyarországért Mozgalom,3200,1
318490378869871,Jobbik Tát,Jobbik Magyarországért Mozgalom,3200,1
1834557536829236,Jobbik és Jobbik Ifjúsági Tagozat Fonyód,Jobbik Magyarországért Mozgalom,3200,2
572681133253149,Jobbik Ercsi,Jobbik Magyarországért Mozgalom,3200,1
1017959601582615,Jobbik Kartal,Jobbik Magyarországért Mozgalom,3200,1
736537226473951,Jobbik Piliscsaba,Jobbik Magyarországért Mozgalom,3200,1
1450157228578354,Jobbik Sükösd,Jobbik Magyarországért Mozgalom,3200,1
1659815654243423,Jobbik Hajdúdorog,Jobbik Magyarországért Mozgalom,3200,1
215409268544571,Jobbik Mezőkovácsháza,Jobbik Magyarországért Mozgalom,3200,1
234011766768466,Jobbik Solymár,Jobbik Magyarországért Mozgalom,3200,1
1420403834953622,Jobbik Csömör,Jobbik Magyarországért Mozgalom,3200,1
101039441455767,EzaLényeg.hu - Rózsadomb,These ads ran without a disclaimer,3197,3
312760606266010,Jobbik Karancskeszi,Jobbik Magyarországért mozgalom,3185,2
616912175448033,For Christian Europe,These ads ran without a disclaimer,3184,1
1313333115480305,Szabad György emlékoldal,These ads ran without a disclaimer,3176,1
100235844680748,Augusztina Rodina,Arató Ágnes,3153,7
2069385606679777,Dr. Horváth Attila,These ads ran without a disclaimer,3153,1
378844542273511,Tibor Koczka,Koczka Tibor,3146,1
319367719010968,Leghűségesebb Városért Egyesület,Jakál Adrienn,3145,2
106721604482489,Bartos Ferenc - Privát pénzügyi tervezés,Bartos Ferenc,3141,1
112415896792311,Bognár László,These ads ran without a disclaimer,3137,3
544566286006876,Mi Hazánk Nyíregyháza,These ads ran without a disclaimer,3136,1
100548275026300,Horvation Energy Group,These ads ran without a disclaimer,3130,6
1508354312815652,Szinyei András,Hatvani Városvédő Egyesület,3130,1
104818366267902,Diósdi Fidesz,Hisnyay-Heinzelmann Béla,3127,3
621765488316098,Bertók Márton,These ads ran without a disclaimer,3123,1
766750806738886,SHE Community Global,These ads ran without a disclaimer,3120,2
638213126292920,Demokratikus Koalíció Kecskemét,These ads ran without a disclaimer,3117,3
100390404688628,Szenczi Zsolt Szegvár független képviselője,These ads ran without a disclaimer,3114,5
106127204119182,Radnai Zoltán polgármester-jelölt Vaszar,Radnai Zoltán Róbert,3113,6
114556801902769,egriszin.hu,Weil Zoltán,3111,4
954672701251045,Hiros.hu,These ads ran without a disclaimer,3107,1
862470284143232,Momentum Szombathely,These ads ran without a disclaimer,3100,6
100654041318526,"Együtt, Egymásért, Jövőnkért Közhasznú Egyesület",These ads ran without a disclaimer,3100,2
1841762536142249,Fidesz Baja és térsége,These ads ran without a disclaimer,3100,1
124200455640293,Élhető Szekszárdért,These ads ran without a disclaimer,3096,5
151446771843,Szeretem a Jaffás könyveket Klub,These ads ran without a disclaimer,3094,1
358867199892,"Farkas Sándor miniszterhelyettes, országgyűlési képviselő hivatalos oldala",These ads ran without a disclaimer,3086,4
106057847427208,Dr. Bellányi Balázs,Dr. Bellányi Balázs,3070,3
117221910137252,Szolnoki "nagyon Demokratikus Ellenzék",These ads ran without a disclaimer,3070,2
137492523643842,Magyar Állatvédelem,These ads ran without a disclaimer,3064,3
603569276501566,Csalódtunk Gémesiben,These ads ran without a disclaimer,3048,1
158766150851872,Magyar Nemzeti Cirkusz,These ads ran without a disclaimer,3043,1
106071454086703,2 sz választókerület,These ads ran without a disclaimer,3037,2
391749384786709,Toplak Zoltán írói oldal,Toplak Zoltán,3029,1
656839271053292,Solargroup Energy Kft.,These ads ran without a disclaimer,3023,2
106338920709247,Beke Zoltán,These ads ran without a disclaimer,3020,1
171724489900,DUE,These ads ran without a disclaimer,3009,2
1148444735344391,Fekete János - Balatonszárszóért,Fekete János,3009,2
1072849686165125,Jobbik Igal,Jobbik Magyarországért Mozgalom,3003,2
101743411513731,Csárdi Tamás,Csárdi Tamás,3002,1
113536003374082,Hellonagytarcsa.hu,These ads ran without a disclaimer,3000,1
1450087641770665,Lejer Zoltán,These ads ran without a disclaimer,3000,1
1395353654027790,Védőeszköz - TopSafe,These ads ran without a disclaimer,3000,1
279128302443909,Astanga Jógaközpont,These ads ran without a disclaimer,3000,1
128665333862613,MSZP Keszthely,These ads ran without a disclaimer,3000,1
100516178339092,EzaLényeg.hu - Pápa,These ads ran without a disclaimer,3000,3
1472085936387284,Erzsébetvárosi Fidelitas,These ads ran without a disclaimer,3000,1
595328284131691,Murguly Mátyás,LMP - Lehet Más a Politika,3000,1
1488123424737762,Jobbik Gyöngyös,Jobbik Magyarországért Mozgalom,3000,5
1677694129210129,Jobbik Siófoki Ifjúsági Tagozat,Jobbik Magyarországért Mozgalom,3000,1
102755638182950,Kőszegről tényszerűen,Hauer Máté,3000,1
1542199749351501,Barbi Kuckója,These ads ran without a disclaimer,3000,1
931186216990824,Bencsik János,Jobbik Magyarországért Mozgalom,3000,1
1969317953394587,Dr. Becsó Károly Országgyűlési képviselő,These ads ran without a disclaimer,3000,1
1459673370939620,"Gottlóz Tibor - Erényes, büszke közösség és családbarát program",These ads ran without a disclaimer,3000,2
540597806030771,Jobbik Fót,These ads ran without a disclaimer,3000,1
1408298612744599,Doktoranduszok Országos Szövetsége Közigazgatás-tudományi Osztály,These ads ran without a disclaimer,3000,1
122626417814596,Jobbik Hegyvidék (Bp. XII. ker.),Jobbik Magyarországért Mozgalom,3000,1
591393431252637,Üveges Gábor,These ads ran without a disclaimer,3000,1
2301221626794230,MKKP Budakeszi,Magyar Kétfarkú Kutya Párt,3000,2
2482237942004973,Jobbik Lőrinci,Jobbik Magyarországért Mozgalom,3000,1
1483531455254651,Dombóvári Művelődési Ház,These ads ran without a disclaimer,3000,1
116229153119134,Müller Patrik,Müller Patrik,3000,1
881074552240646,Németh Balázs képviselő - TH,Németh Balázs,3000,1
107784660624285,Juhász István,These ads ran without a disclaimer,3000,1
148597248647681,Párbeszéd Magyarországért Sopron és környéke,These ads ran without a disclaimer,3000,2
103352191017195,Közösen Jászberényért,These ads ran without a disclaimer,3000,1
456306857778653,Kóber György,These ads ran without a disclaimer,3000,2
119110314818104,Biocity Biobolt,These ads ran without a disclaimer,3000,1
2333829646849686,Takátsné Tenki Mária,These ads ran without a disclaimer,3000,2
1481190492142444,Corso Étterem,These ads ran without a disclaimer,3000,1
102869183148509,Gránit Bank - A Digitális Bank,These ads ran without a disclaimer,3000,1
281115985974334,BettyBaroness Art,These ads ran without a disclaimer,3000,5
538563103279275,SASMob Szeged,Vincze Zsófia Viktória,3000,1
188342355087955,Süli János,These ads ran without a disclaimer,3000,1
1098559850355076,Szabó Róbert,These ads ran without a disclaimer,3000,1
109819620414636,Mszp-Dk Budakalász,These ads ran without a disclaimer,3000,1
108324010633526,Medical Mono,These ads ran without a disclaimer,3000,3
103554754356266,Homoki Pál,These ads ran without a disclaimer,3000,1
140640289378483,Michl József,These ads ran without a disclaimer,3000,1
138982666174046,Civilhetes,These ads ran without a disclaimer,3000,1
295233701002105,Kovács Imre - Momentum,Momentum Mozgalom,3000,1
1163277937065682,LMP Székesfehérvár,These ads ran without a disclaimer,3000,1
2309872829242502,Haidar Norbert,Haidar Norbert,3000,2
332580403505269,National Fashion League Hungary,These ads ran without a disclaimer,3000,1
402923506486113,Boldog István,Fidesz,3000,2
233692893377868,Jobbik Dunakeszi,These ads ran without a disclaimer,3000,1
176880239557438,MKKP Óbuda,Magyar Kétfarkú Kutya Párt,3000,1
103822107660874,Balatongyorok.info,These ads ran without a disclaimer,3000,1
116409866408447,János Jaksa,Mihalik László,3000,2
400803603989311,Hajrá Boglár,Mészáros Miklós,3000,1
657406044731308,Jobbik Varsány,Jobbik Magyarországért Mozgalom,3000,2
265561521065089,Kiskelet Hírblog,Kiskelet Média,3000,1
372381983128618,LMP Érd,These ads ran without a disclaimer,3000,1
375973749768262,Narancsos Bukta,These ads ran without a disclaimer,3000,1
173818466158868,Összefogás Pécsért Egyesület - ÖPE,Összefogás Pécsért Egyesület,3000,1
383944410129,Széchenyi István Szakkollégium,These ads ran without a disclaimer,3000,1
1103283443086224,Zsúrpubi,These ads ran without a disclaimer,3000,1
104411360916990,Boglári Zoltán,These ads ran without a disclaimer,3000,1
494274701140795,Ribai Zoltán,These ads ran without a disclaimer,3000,1
346152739303274,Jobbik Józsefváros,Jobbik Magyarországért Mozgalom,3000,1
144738932226144,Palotanegyed,These ads ran without a disclaimer,3000,1
154818398393069,Magyar Szakszervezeti Szövetség,These ads ran without a disclaimer,3000,1
2400329486860453,Hit Gyülekezete Berettyóújfalu,These ads ran without a disclaimer,3000,1
420922884735365,Jobbik Budavár,Jobbik Magyarországért Mozgalom,3000,1
114076513292963,"Lőrincz László, Göd alpolgármestere",Lukácsi Bálint,3000,1
281448761901951,KDNP Pest Megyei Szervezete,These ads ran without a disclaimer,3000,1
345844516060650,Balázsevits Tamás,These ads ran without a disclaimer,3000,1
274441109693985,Fidesz Csongrád-Csanád megye 3.vk.,These ads ran without a disclaimer,3000,2
1564259143797185,Jobbik Érsekvadkert,Jobbik Magyarországért Mozgalom,3000,1
1760154500725954,Kosztolányi Dezső Szakkollégium,Simon Barbara,3000,1
158308390902209,Székesfehérvár Megyei Jogú Város,These ads ran without a disclaimer,3000,1
2366998863535741,Bruder Márton Törökbálint Holnap,These ads ran without a disclaimer,3000,1
103921782727,Atlas Obscura,These ads ran without a disclaimer,2999,2
113423423346542,Körösök Vidékéért Egyesület,These ads ran without a disclaimer,2999,1
193863317737,eToro,These ads ran without a disclaimer,2999,13
267474873666087,V4 Report,These ads ran without a disclaimer,2999,6
420454264981291,Munkás Büszkeség,These ads ran without a disclaimer,2999,1
213736472055749,Köz-Pont Ifjúsági Ház / Támaszpont MOPKA,These ads ran without a disclaimer,2999,1
0,Marketplace Seller 5884270848,These ads ran without a disclaimer,2999,1
108619307166791,"Dr. Tölgyesi Márk, Bátaszék polgármesterjelöltje",These ads ran without a disclaimer,2999,1
108518477203335,Both László a MHM Baja IV. számú választási körzet képviselő jelöltje,These ads ran without a disclaimer,2998,1
107731403938884,Gerstenbrein György - képviselőjelölt,Gerstenbrein György Antal,2997,1
102427631171364,Bajnok István,Bajnok István,2996,3
109690133853265,Your Path Abroad,These ads ran without a disclaimer,2990,1
104330098359856,Pleva Dániel,Daniel Pleva,2988,1
109206920445674,Székely Ildikó önkormányzati képviselő,These ads ran without a disclaimer,2987,1
1484795265118603,Rehó János,These ads ran without a disclaimer,2985,3
2530996833793589,Kovács Tamás,These ads ran without a disclaimer,2984,1
106093300780843,Gregus-Melczer Andrea,Mihalik László,2983,2
104510071266834,EzaLényeg.hu - Szigetszentmiklós,These ads ran without a disclaimer,2980,7
836585526366083,"OTP Ingatlanpont Hatvan, Rákóczi út 23",These ads ran without a disclaimer,2975,1
404083213701215,EY Hungary,These ads ran without a disclaimer,2973,1
277068925640950,Lics Pincészet,These ads ran without a disclaimer,2970,1
106989497330320,Fürj Csaba,These ads ran without a disclaimer,2969,1
931890656901160,Bon Cloud,These ads ran without a disclaimer,2965,1
242734353286143,Ültessünk 1.000.000 Fát,These ads ran without a disclaimer,2959,5
100430775024696,Pro-FIT,These ads ran without a disclaimer,2956,1
227649821486389,Somogyvári Kinga,Somogyvári Kinga Borbála,2952,1
518668798249066,Galambos István,These ads ran without a disclaimer,2949,3
268054176554368,Csoszánszki Patrik Péter - független önkormányzati képviselőjelölt,Csoszanszki Patrik Péter,2949,3
107956914228279,Carbon Medical,These ads ran without a disclaimer,2946,1
103031137734866,Jakab Ernő független polgármester Feldebrő,Jakab Ernő János,2928,3
146647705406390,Minority Rights Group International,These ads ran without a disclaimer,2926,2
1556873704634276,Diem25,These ads ran without a disclaimer,2926,3
40055265495,The British Journal of Photography,These ads ran without a disclaimer,2926,1
1830291453887315,Szeberényi Gyula Tamás,These ads ran without a disclaimer,2923,1
103922897650335,Bakos Bernadett,These ads ran without a disclaimer,2909,3
644621425628865,Nagy Péter,These ads ran without a disclaimer,2908,1
137410079645823,Instituto Europeo de Psicología Positiva - IEPP,These ads ran without a disclaimer,2901,9
286968228173729,Dr.  Mikula Lajos polgármester hivatalos oldala,These ads ran without a disclaimer,2901,1
294067420659309,Web Summit,These ads ran without a disclaimer,2901,4
506244332746545,TEOL.hu,These ads ran without a disclaimer,2900,1
115548896492337,Köblös Zoltán,These ads ran without a disclaimer,2900,1
780913362099489,denagy.hu - Debrecen Nagyváradi Értesítő,These ads ran without a disclaimer,2899,1
368823723673236,Civilek a demokráciáért,These ads ran without a disclaimer,2893,1
164498040920709,Jobbik újratöltve,These ads ran without a disclaimer,2889,1
106669720707247,Lauer István,These ads ran without a disclaimer,2882,2
112986572176417,Kis Chan,These ads ran without a disclaimer,2877,1
816502948700246,Ferenczy Tamás,These ads ran without a disclaimer,2874,1
111747156853164,Pintér Csaba Gábor,These ads ran without a disclaimer,2873,1
337786676578981,Vivien Keszthelyi Fan Club,These ads ran without a disclaimer,2859,6
102262327814415,Mi Hazánk Mozgalom Kalocsai Támogatói,These ads ran without a disclaimer,2857,2
332087613560300,Simonpuszta Nemzeti Lovas és Hagyományőrző Egyesület,These ads ran without a disclaimer,2857,1
744003035669969,Hellasz Görög-Magyar Kulturális Egyesület,These ads ran without a disclaimer,2847,3
2036731883293886,fótozók Egyesület,These ads ran without a disclaimer,2847,1
499343260228165,Deák Dóra Fodrász,These ads ran without a disclaimer,2846,3
372318027492,Marie Claire Magyarország,These ads ran without a disclaimer,2836,8
102082328561351,Tények és igazságok az SZTE modellváltásáról,These ads ran without a disclaimer,2834,1
281850868574678,TeamVikaren.dk,These ads ran without a disclaimer,2833,1
856428404426653,Fekete Katalin önkormányzati képviselő,These ads ran without a disclaimer,2830,1
104764052898465,Random Capital Zrt.,These ads ran without a disclaimer,2825,1
