Page ID,Page Name,Disclaimer,Amount Spent (HUF),Number of Ads in Library
104697847737607,Civil Közösségi Szolgáltató Központ - Baranya megye,Civil Információs Centrum - Baranya megye,92566,16
101181961283477,Szomorú Szilárd István,Szomorú Szilárd István,92550,8
743706018973439,I bike Budapest,These ads ran without a disclaimer,92527,1
101890201532453,EzaLényeg.hu - Berettyó,EzaLényeg.hu,92459,107
2233605356754529,Újvárosi Valóság,These ads ran without a disclaimer,92359,6
134961546541026,Csepel Info,Ábel Attila,92076,23
449230602294984,Ébredj,These ads ran without a disclaimer,91759,4
307618232709851,Hidvéghi Balázs,Hidvéghi Balázs,91603,9
113676360024393,Új Lendület A Városért Egyesület,Új Lendület A Városért Egyesület,91216,5
105836724096995,Rózsavölgyi József hivatalos oldala,These ads ran without a disclaimer,90923,15
111240116903652,Lázár Katalin - Momentum,Lázár Katalin,90847,10
116528779745606,Balázs Ádám,Balázs Ádám,90816,9
1434800583474823,Zalai Mihály,Zalai Mihály,90517,36
114322993270501,EzaLényeg.hu - Dél-Buda,These ads ran without a disclaimer,90495,13
107150584017067,Pomázi Fidesz-KDNP jelöltjei,Fidesz-KDNP pomázi alapszervezet,90394,25
85568463466,Mérce,These ads ran without a disclaimer,90272,35
293410494975,Republikon Intézet,Republikon Alapítvány,90127,91
1193902320622038,Dr. Bajkai István,These ads ran without a disclaimer,90089,11
241470473410766,Ökopolitika,Karátson Gábor Kör,90000,11
682102398537057,Dióssi Csaba,Dióssi Csaba,90000,3
18562323874,Élet és Irodalom,Székely János,89997,45
142020589304689,Dr. Pósán László,These ads ran without a disclaimer,89994,3
106991104007794,Batári Dávid hivatalos oldala,These ads ran without a disclaimer,89800,5
1538125036419826,Szabó Tibor György Szegvár polgármestere,Szabó Tibor György,89742,10
102641477991941,bahir.hu - BAHÍR,Angyal Károly Tibor,89732,113
332813840396462,Pécsi Érték,Pécsi Értékközösség Alapítvány,89631,34
989734217830512,Infúzió Produkció,These ads ran without a disclaimer,89430,5
121422155912492,Naturhouse Győr,These ads ran without a disclaimer,89335,10
142435239770073,Új Ellenzéki Kerekasztal,Új Ellenzéki Kerekasztal közössége,89232,8
704631519609996,Hegedűs Barbara,Hegedűs Barbara Szilvia,89225,35
191815250903223,"Kondoros - Hírek, képek és videók a múltból és a jelenből",Oláh Péter Szabolcs,88851,63
211089588986612,"Tóth Csaba, Zugló országgyűlési képviselője",These ads ran without a disclaimer,88805,11
311409382758525,Schanda Tamás,Schanda Tamás János,88468,8
183174515027839,Szilágyi György,Jobbik Magyarországért Mozgalom,88444,20
14792493292,Magyar Kétfarkú Kutya Párt,These ads ran without a disclaimer,88402,4
465622183555129,Tállai András László,Tállai András László,88262,52
1750929718458765,Antall József Tudásközpont - Győr,Antall József Tudásközpont,88210,8
1468002833412477,A Polgári Mulató,These ads ran without a disclaimer,88154,17
190624800967882,NANE Egyesület,NANE Egyesület,87798,40
1462195377400961,Vitális István,István Vitális János,87747,15
212006518894490,Szanyi Tibor,These ads ran without a disclaimer,87456,14
101162688261173,Zsuzsi Beleznay,Jobbik Magyarországért Mozgalom,87236,11
100658437968588,"Varga Zsanett önkormányzati képviselő - Budapest, XIII. kerület",Varga Zsanett,87186,5
106338920709247,Beke Zoltán,Beke Zoltán,87079,20
598767340242969,Itthon Rákosmentén Egyesület,Kolnai Kovács Gergely,86905,5
402923506486113,Boldog István,Fidesz,86800,46
1452981968275348,Eger Hírek,These ads ran without a disclaimer,86777,11
108442367290274,Farkas Krisztina,Jobbik Magyarországért Mozgalom,86663,22
101234361488097,Gór Csaba,Gór_Csaba_HUF,86657,9
302651676502052,Mohács Választ 2019,Bognár Sándor Zoltán,86565,8
114007058629197,Bánfalvy Ági,These ads ran without a disclaimer,86513,7
105895347424013,Szegedinszki Krisztián hivatalos oldala,These ads ran without a disclaimer,86438,15
151665991681369,Toroczkai László,These ads ran without a disclaimer,86136,7
101899688012247,EzaLényeg.hu - Győr,EzaLényeg.hu,85732,56
26897053321,Erepublik,These ads ran without a disclaimer,85577,3
2092570681059566,Végh László,Végh László,84881,29
306318386058001,Dr. Molnár Csaba,These ads ran without a disclaimer,84492,4
220646721425624,Barabás Richárd,These ads ran without a disclaimer,84384,7
578981892538123,Momentum Gyöngyös,Momentum Mozgalom,84182,8
1640736922828484,Sermer Ádám,Adam Sermer,84110,40
111008906900472,Dr. Szendrődi Csaba,Dr. Szendrődi Csaba,84025,9
781030738624077,Gyöngyösi Márton,These ads ran without a disclaimer,83745,10
322445454936980,Nagy Károly,Károly Nagy,83507,24
1631641157097374,Fekete Zsolt,MSZP Nógrád Megyei Területi Szövetsége,83258,4
579008042178786,V. Németh Zsolt,Berke Attila,83041,37
346662722696608,Jármi Péter,LMP - Lehet Más a Politika,83000,11
106810961033495,EzaLényeg.hu - Fejér,EzaLényeg.hu,82915,90
488140827963432,Hadházy Ákos,Dr. Hadházy Ákos Ányos,82522,6
112792003408792,Balassagyarmat szeretlek,Csach Gábor Lóránt,82325,10
2146682968962892,Bereczki Dávid - Momentum,Bereczki Dávid,82142,36
378262582292757,Vécsey László,Vécsey László József,82121,10
1448803492036124,V. Naszályi Márta polgármester,Párbeszéd Magyarországért,82090,13
105110220872731,Hajdu Sándor Tolnai Polgármester Jelölt,Hajdu Sándor Zsolt,81969,14
106252850914569,Dream Factory Foundation,Álomgyár Alapítvány,81922,15
103311404364866,Kolossai János Kiskunfélegyháza polgármesterjelöltje,Kolossai Ágnes,81846,13
114728026560770,Dr. Fülöp Zoltán,Liberálisok - Békéscsaba,81816,40
172924162721825,A kiló nem százat jelent.,Antlfinger Edvárd,81603,22
1381558792064873,Niedermüller Péter,Demokratikus Koalíció,81330,5
195402477210615,Egri ügyek,Egri ügyek,81324,20
240992133142811,Áldozó Tamás,Dr. Áldozó Tamás Róbert,81275,8
153992771336740,Origo Sport,New Wave Media Group Kft.,81000,8
161884671213989,Bodrozsán Alexandra,Momentum Mozgalom,80991,7
240992133142811,Áldozó Tamás,These ads ran without a disclaimer,80982,5
1078158995561613,Jakál Adrienn,Párbeszéd Magyarországért,80789,26
384501429025174,Momentum Kertváros,Momentum Mozgalom,80479,14
103118144427643,Big Rig Racing Game,These ads ran without a disclaimer,80143,27
524197977656889,Liberálisok -  Békéscsaba,Liberálisok - Békéscsaba,80138,34
1487752764809969,Veres Zoltán,Veres Zoltán János,80061,21
107985133878887,Pápai László,LMP - Lehet Más a Politika,80000,9
104325204435074,Legyen Zöldebb Óbuda,Legyen Zöldebb Óbuda,79976,3
459857721241298,"Vári Attila, Pécs önkormányzati képviselője",These ads ran without a disclaimer,79719,7
767226053355082,LMP Somogy megye,LMP - Lehet Más a Politika,79715,11
112787406750297,Bese Ferenc,Bese Ferenc László,79289,6
127093034004600,Átrium,Átrium,79115,6
293509770754391,Jobbik II. kerület,Jobbik Magyarországért Mozgalom,78972,16
103492610994760,Tetlák Örs,LMP - Lehet Más a Politika,78784,16
115573996757772,VICE World News,These ads ran without a disclaimer,78584,14
133182516857008,About Hungary,These ads ran without a disclaimer,78561,2
118527788223234,DK Pesterzsébet,DK Pesterzsébet,78378,10
103644611016993,Révész Péter 8. vk.,Révész Péter,78299,2
366289480102377,LMP Bács-Kiskun megye,LMP - Lehet Más a Politika,78265,2
169599166463839,Demokratikus Koalíció,These ads ran without a disclaimer,78265,4
105094080902846,dr. Tóth Ferenc,dr. Tóth Ferenc,78086,64
200602616651296,Nézőpont,Nézőpont,78000,31
393851873962560,MVM Paksi Atomerőmű Zrt.,These ads ran without a disclaimer,77845,1
212722959678568,Szepesfalvy Anna,Szepesfalvy Anna,77794,14
100925038297344,EzaLényeg.hu - Paks,EzaLényeg.hu,77723,91
481510085233995,Tarjáni Fészek,Tarjáni Fészek,77421,48
191599888071730,Járóka Lívia,Járóka Lívia,77293,12
112340457142250,EzaLényeg.hu - Kisvárda,EzaLényeg.hu,77239,91
102822951332273,DunaOnline Hírportál,These ads ran without a disclaimer,76870,10
277576765768144,Porga Gyula,Porga Gyula,76750,10
2376623529248269,Bognár Róbert,These ads ran without a disclaimer,76412,8
591393431252637,Üveges Gábor,Üveges Gábor,76301,30
344542939482367,Smart Planet Shop,These ads ran without a disclaimer,76180,7
102972084951072,reBird,Sarnyai-Tóth Dániel,76009,45
333055233822561,Protest,Protest,75971,96
315901199096193,Hong Kong meets Central and Eastern Europe,These ads ran without a disclaimer,75788,3
112903737181228,Csanádi Ferenc,Csanádi Ferenc,75566,26
114592706611259,Mi Hazánk Nyíregyháza  Mozgalom,Kovács Koppány Zoltán,75552,10
488817334569808,Dr. Binszki József,Dr. Binszki József,75281,10
103478164920832,Rubicon Intézet,Rubicon Intézet,75000,6
509673905815795,Nemzeti Tehetség Program - 1823,Nemzeti Tehetség Program - 1823,74996,5
549144625489836,Balogh László,Balogh László,74984,17
109321320408503,Topán László - Momentum,Topán László,74910,13
110181443655806,Otthonunkért Közösen Egyesület Celldömölk,Horváth Evelin,74829,25
114208316602409,Nemzeti Hauszmann Program,These ads ran without a disclaimer,74506,3
406520730132071,Berniczei-Roykó Ádám,These ads ran without a disclaimer,74495,11
525582987497940,Motiváció Műhely,Makádi Balázs,74440,17
1094845533905589,Sára Botond,These ads ran without a disclaimer,74046,11
1438995906323127,Bősz Anett,Bősz Anett,74030,12
718311241527566,Kassai Dániel,These ads ran without a disclaimer,73986,5
149851085472769,Galló György Péter,Galló György Péter,73939,14
206019132847578,DK III. kerület,Hazai Iván András,73746,6
159889247536834,Hírstart,Central Médiacsoport Zrt.,73713,53
618962048554434,Havasi Gábor,These ads ran without a disclaimer,73702,9
992066384198880,Tóth Edina,These ads ran without a disclaimer,73615,4
176736266308423,Kiss László - Momentum,Momentum Mozgalom,73563,13
243686272917389,Remix News & Views,These ads ran without a disclaimer,73167,5
379369999371763,Pikó András polgármester,These ads ran without a disclaimer,72981,10
131283758531,HVG,These ads ran without a disclaimer,72969,3
643617389449101,Kalocsai Lokálpatrióta Egyesület,Dr. Bagó Zoltán,72919,14
109539103711670,Molnárka Gábor - Momentum,These ads ran without a disclaimer,72509,6
109194702466311,Deutsches Kulturforum Debrecen,Deutsches Kulturforum Debrecen,72497,10
326632861287187,Gyuris Dávid,These ads ran without a disclaimer,72447,8
1443354815880657,Salacz László,Dr. Salacz László,72276,4
125401401483195,Pál Gábor,Jobbik Magyarországért Mozgalom,72239,22
1716515511989547,Szabó Csaba közszereplő,These ads ran without a disclaimer,72155,6
670269189782610,Fiatal Családosok Klubja,Fiatal Családosok Klubja,72045,7
109924447013367,Héri Tamás,These ads ran without a disclaimer,71986,13
1468002833412477,A Polgári Mulató,Szamosi Tímea,71774,11
1785101661716698,Miyazaki Jun,Demokratikus Koalíció VI. kerület,71680,8
415816005900121,Másfél fok - éghajlatváltozás közérthetően,Vigh Péter Levente,71665,38
105097844200628,EzaLényeg.hu - Pestlőrinc,These ads ran without a disclaimer,71597,23
101383114803675,Szabó Csaba,Szabó Csaba,71590,35
100747784637968,Német Ferenc hivatalos oldala,These ads ran without a disclaimer,71365,14
771373966347232,Skuczi Nándor közszereplő,These ads ran without a disclaimer,71358,16
102336777827685,Mészáros Attila - független önkormányzati képviselőjelölt,Mészáros Attila,71351,3
1510195069274380,ÉFOÉSZ Központ,Nati Kovács,71296,8
446594008811991,Válasz Független Civilek,These ads ran without a disclaimer,71296,14
1552070101553181,Nagy Csaba,Nagy Csaba,71097,23
106949510691783,Szülőföldünkért Egyesület,Molnár Ferenc,70698,21
103157834391782,Ötletbox.hu,These ads ran without a disclaimer,70326,12
203288443178475,Takács Krisztián,Krisztiàn Takàcs,70225,26
108149610544886,Horváth Dávid,Horváth Dávid,70183,7
402923506486113,Boldog István,Boldog István - Fidesz,70015,38
144590332354953,Összefogás Szigethalomért Egyesület,Összefogás Szigethalomért Egyesület,70000,4
912312902298827,Rózsapark Team,Szebeni Márton,70000,5
102661061276685,Józsefváros újság,JKN,70000,29
326349077927133,Chili Weekend,These ads ran without a disclaimer,69991,2
1499582216806964,Kreitler-Sas Máté,Kreitler-Sas Máté,69726,94
176019422765432,Lokody Levente,Jobbik Magyarországért Mozgalom,69710,1
126698209196903,Új Világ Néppárt,Új Világ Néppárt,69620,7
106669720707247,Lauer István,Lauer Virág Katalin,69407,16
539482986085066,Mach Péter,Mach Péter,69380,73
193338710873126,Horinka László,These ads ran without a disclaimer,69226,11
411784602242320,Roma Tagozat Civil Szervezet,Balogh Artúr,69175,155
105284251162448,Gyöngyösi Katalin SM,Gyöngyösi Katalin,68977,8
1621510344648033,Dr. Mihályi Mónika,Dr. Mihályi Mónika,68900,11
308154079343580,Kovács Zoltán,These ads ran without a disclaimer,68462,1
101024954613305,Szente László hivatalos oldala,These ads ran without a disclaimer,68461,7
1407446496165765,Tóth Sándor,LMP - Lehet Más a Politika,68295,9
329107800543535,Sneider Tamás,These ads ran without a disclaimer,68263,6
227518144860781,Balázsy Péter,These ads ran without a disclaimer,68210,11
1613320612064848,Dedoles.pl,These ads ran without a disclaimer,68171,2
828768830644788,Benke Richárd,Jobbik Magyarországért Mozgalom,68113,16
238433509570497,Hortobágyi Madárpark -Madárkórház Alapítvány,Hortobágyi Madárpark -Madárkórház Alapítvány,67987,6
519629298144820,Ferenczi István,LMP - Lehet Más a Politika,67934,4
111464500226861,Fidesz Izsáki Szervezete,Onecreative M. P. Kft.,67871,11
490006464353222,Dr. Lukács László György,These ads ran without a disclaimer,67769,3
1466827703576921,Pro Savaria Egyesület,Meleg Zita Mária,67732,12
226915470802350,Mi Hazánk Mozgalom - Budapest,Mi Hazánk Budapest,67663,21
100317534664762,Bódás Bianka,These ads ran without a disclaimer,67650,14
1802336140034095,Győri Fidesz,Győri Fidesz,67625,12
251090225080794,Cserna Gábor,These ads ran without a disclaimer,67607,8
102980664769619,Berta Krisztián,Jobbik Magyarországért Mozgalom,67311,19
1360555497325355,Balszerencse Mentes Miskolc,These ads ran without a disclaimer,67302,4
261661403913370,Jobbik Kispest,Jobbik Magyarországért Mozgalom,67295,23
1645388555674191,Egyenlő Bánásmód Hatóság,These ads ran without a disclaimer,67183,1
321422908590395,Mindenki Magyarországa Mozgalom,These ads ran without a disclaimer,66812,19
633235437049843,Újpesti Hírmondó,Újpesti Hírmondó,66782,22
122074554119,EU Social,These ads ran without a disclaimer,66716,3
2024678420884437,Varga Judit,These ads ran without a disclaimer,66700,10
104327644277324,Közösen Ajkáért Egyesület,Közösen Ajkáért Egyesület,66649,8
100516178339092,EzaLényeg.hu - Pápa,EzaLényeg.hu,66381,60
669089356470657,Magyarság Háza,These ads ran without a disclaimer,66341,5
106971900737894,The United Arab Emirates Nation Brand,These ads ran without a disclaimer,65967,1
108969903815752,Farkas Attila,Egységben a Városért Egyesület,65888,13
334194676744991,Varga Zoltán Péter,Varga Zoltán Péter,65789,8
1493684304044582,Prémium Koreai Ginseng,Rónai Balázs,65542,23
425039614891063,Kovács Tibor - Momentum,Momentum Mozgalom,65249,15
142317419120420,Royal Nyelviskola Győr,These ads ran without a disclaimer,65195,4
457609140942597,Baptista Tevékeny Szeretet Misszió - BTESZ,These ads ran without a disclaimer,65107,8
101223587919467,Varga Ferenc Önkormányzati Képviselő,These ads ran without a disclaimer,65068,9
193702058028595,Lázár János hivatalos oldala,These ads ran without a disclaimer,65000,8
107453054183218,Berki Sándor,Párbeszéd Magyarországért,65000,8
106730664194472,Budai Zöld,Párbeszéd Magyarországért,64990,6
638686249558248,Györfi Mihály,Györfi Mihály,64982,19
280994725443752,Szücs Balázs,Szücs Balázs,64877,14
938633106186612,Hegyesi Beáta,Beáta Hegyesi,64707,10
103976920983976,Farkas László - Független polgármesterjelölt,Farkas László,64706,9
104186687652352,Éva Ferenc képviselőjelölt,Èrsek-Obádovics Robin,64684,6
346353972180224,Bia Futura Egyesület,Fazekas Zoltán József,64680,50
830428313641804,Szegedi Balázs,Szegedi Balázs,64661,92
375322246241286,Orosz Anna,Momentum Mozgalom,64613,8
358867199892,"Farkas Sándor miniszterhelyettes, országgyűlési képviselő hivatalos oldala",Farkas Sándor,64607,32
268042136672212,Századvég,These ads ran without a disclaimer,64550,11
1193221524129987,Businessflow,Varga István,64521,5
375322246241286,Orosz Anna,Orosz Anna - Momentum,64424,17
434406864007230,Geofy,Szabó Kevin,64180,56
323267481913140,Momentum Belváros-Lipótváros,Momentum Mozgalom,64158,4
154309087972213,Rákosmente Jobbik,Jobbik Magyarországért Mozgalom,64143,17
108305004341828,Németh Kornélné - Balatonszemes polgármesterjelöltje,Németh Kornélné,63874,21
106504337388250,Dr. Tóth László,Tóth László,63808,5
100612864755657,Szeles Szabolcs,Szeles Szabolcs,63729,22
107640677464144,Bedő Kata,Kata Bedő,63658,7
112407120345686,Farkas Örs,These ads ran without a disclaimer,63638,4
109503892404998,Világgazdaság,These ads ran without a disclaimer,63593,6
124442815810276,Modern Férfipolitikáért Mozgalom,Szujó Flórián Zoltán,63570,79
311627806634,Dr. Hoffmann Tamás,These ads ran without a disclaimer,63304,4
2243182252662867,Semmi Szemét - Hulladékmentes tisztítószerek,Semmi Szemét Hulladékmentes tisztítószerek,63224,23
92932085233,TASZ,These ads ran without a disclaimer,63214,7
252439751452248,Szegedma Hírportál,These ads ran without a disclaimer,63179,8
753579735044221,Fazekas László - polgármester,These ads ran without a disclaimer,63132,11
107469714201800,Kossuth Kör - Kaposvár,Fejes István,63000,6
669365789837517,Benedek Zsolt,Benedek Zsolt,62990,4
112753240069215,Dr. Csorba Ágnes hivatalos oldala,These ads ran without a disclaimer,62873,9
100658437968588,"Varga Zsanett önkormányzati képviselő - Budapest, XIII. kerület",These ads ran without a disclaimer,62814,12
387151152156335,Erdősi Éva,Erdősi Éva,62759,19
781150971947219,Jakab Péter,These ads ran without a disclaimer,62695,3
1517066435190885,Habis László,These ads ran without a disclaimer,62444,4
323625058197042,Tóth Áron,LMP - Lehet Más a Politika,62305,7
1580170602061811,Fazakas Attila,Jobbik Magyarországért Mozgalom,62290,9
142020589304689,Dr. Pósán László,Dr. Pósán László,62231,33
107222860646901,Reiner Roland,Reiner Roland,62172,7
2293699727519270,Civilek Győrért,Civilek Győrért Egyesület,62134,42
1257888404387259,Kis Miklós - Párbeszéd,Párbeszéd Magyarországért,62000,6
110630383605748,Közösen Mórért,These ads ran without a disclaimer,62000,3
2168456040134535,Momentum Szigetszentmiklós és környéke,Momentum Mozgalom,62000,7
205687226267102,igylakunk.hu,igylakunk.hu,61993,13
1503172079904340,Bíró Dávid,These ads ran without a disclaimer,61837,5
1424023287810812,Ferencvárosi Fidelitas,Ferencvárosi Fidelitas,61687,3
923661661330687,Deschelák Károly Rákospalota 4.sz választókörzet,Deschelak Károly Ferenc,61587,14
105556107485842,Dr. Csetneki Attila,Dr. Csetneki Attila,61527,9
265118580722429,Momentum Józsefváros,Momentum Mozgalom,61520,13
103031211061075,Dr. Töreki-Vörös Ibolya önkormányzati képviselő,Dr. Töreki-Vörös Ibolya,61500,7
369698753138593,Újpesti Fidelitas,Újpesti Fidelitas,61233,14
623432561001127,Káposznyák István,Káposznyák István,61191,27
110468612302338,Martinez Gábor,Martinez Gábor,61087,6
2142397159147844,ZÖLD Csillag,These ads ran without a disclaimer,61010,5
431355800543815,Néző-Pont,These ads ran without a disclaimer,61000,4
103306314387366,1 Magyarország Kezdeményezés,Roma Sajtóközpont - Roma Press Center,61000,8
417627492035896,Azelemzőszemével,Kovács János,60960,28
342499719812299,Bárdi Zsuzsanna,Borbélyné Bárdi Zsuzsanna Judit,60896,6
102596577758857,Új Polgármestert Kulcsnak,Moró Péter,60845,12
2207091439564465,Momentum Győr,Momentum Mozgalom,60743,4
109684877069674,Borsi Róbert,These ads ran without a disclaimer,60688,4
1920158678081160,Nemzetpolitikai Államtitkárság,These ads ran without a disclaimer,60574,10
431683343535899,Coop Üzletlánc,These ads ran without a disclaimer,60526,1
1591865521060495,Budaörsi Gazdakör,Kisberk Balázs,60450,7
112137593483506,Illés Tamás,These ads ran without a disclaimer,60398,17
206829842043,Rétvári Bence,These ads ran without a disclaimer,60391,8
109205663794690,Bartal Tamás,These ads ran without a disclaimer,60375,6
110752363602652,Dr. Vancsura István,Dr. Vancsura István,60153,11
245643919595257,Nemzeti ünnepek és emléknapok,Hungarofest Nonprofit Kft.,60142,7
226152144215960,Jobbik Óbuda,Jobbik Magyarországért Mozgalom,60095,4
506348326210466,Ungár Péter,LMP - Magyarország Zöld Pártja,60000,1
377654717331,Római-part,Római-part,60000,6
102941768264905,Rózsa András - Momentum,András Rózsa,59999,5
257493761428728,Simó Károly,Összefogás Egyesület,59963,2
110222103699359,Magyar Orvosi Kamara Csongrád-Csanád Megyei Területi Szervezete,MOK Csongrád Megyei Területi Szervezete,59925,6
325939024967025,1 PERC Miskolc,These ads ran without a disclaimer,59792,3
1514936925398891,Tóth Balázs,LMP - Lehet Más a Politika,59780,9
351682974453,Teva Pharmaceutical Industries Ltd.,These ads ran without a disclaimer,59774,24
2401182856761664,Horváth Ákos,These ads ran without a disclaimer,59640,12
2117836285212322,Csizmadia Ervin hivatalos,Méltányosság Politikaelemző Központ,59520,6
411450196264363,Titan Power+,These ads ran without a disclaimer,59493,7
1523342367974597,Molnár László,Dr. Molnár László József,59461,10
2108607469235146,Momentum Hegyvidék,Momentum Mozgalom,59430,12
816502948700246,Ferenczy Tamás,Hidegkuti Szabolcs,59385,8
421262681731198,Vasarnap.hu,These ads ran without a disclaimer,59298,8
312711652203359,Petrőczy Dániel - Rákoskeresztúr képviselője,Petrőczy Dániel,59235,6
100846511277706,"Soroksár-Újtelep képviselője, Bányai Amir",Bányai Amir Attila,59221,29
150836998898897,aHang,These ads ran without a disclaimer,59196,7
1257888404387259,Kis Miklós - Párbeszéd,Kis Miklós,58866,3
692806384144104,Jávor Miklós - Jobbik,Jobbik Magyarországért Mozgalom,58716,33
228900917932048,Natúr Bambusz,Natúr Bambusz,58514,40
337139906920844,Ring Tunes,These ads ran without a disclaimer,58483,8
531305540345500,Jobbik Keszthely,Jobbik Magyarországért Mozgalom,58480,5
1430472587205235,Liget Budapest.,These ads ran without a disclaimer,58267,1
101234361488097,Gór Csaba,Gór Csaba,58244,6
135727650452908,Koncz Ferenc emlékoldal,These ads ran without a disclaimer,58179,4
197415210278476,Hit Rádió,Hit Rádió - Budapest,58063,58
404526329713221,VAGY Közéleti Egyesület Gyöngyös,Nagy Róbert,58057,2
727549737336330,Fidesz Nagykáta,These ads ran without a disclaimer,57999,1
122148514472963,Botka László,These ads ran without a disclaimer,57961,7
803718556320915,Csöbör Katalin,Katalin Csöbör,57957,8
718197398317300,Bajusz Gábor,Bajusz Gábor,57952,9
103306314387366,1 Magyarország Kezdeményezés,These ads ran without a disclaimer,57890,2
204353856727191,MSZP V. kerületi Szervezete,These ads ran without a disclaimer,57831,3
109217671008015,A kopasz oszt,Filep Dávid,57785,14
334032427410820,Momentum Ferencváros,Momentum Mozgalom,57682,16
282080232264300,Junghausz Rajmund,Junghausz Rajmund,57677,17
1568568360026329,DK Kiskunfélegyháza,Demokratikus Koalíció,57611,13
228731803847927,Semjén Zsolt,These ads ran without a disclaimer,57391,12
1583310271891744,Horváth Jácint,Horváth Jácint,57387,15
1424938757739868,Civil Liberties Union for Europe,These ads ran without a disclaimer,57298,27
2071373879831946,Szombathelyen is a legerősebb keresztény-konzervatív jelölt induljon,These ads ran without a disclaimer,57293,6
181924628560212,SumOfUs,These ads ran without a disclaimer,57273,1
330545604259776,Guttin Áron Privátbankár,Guttin Áron,57231,40
1522674684629864,Bedő Tamás,Bedő Tamás Albert,57020,11
455459157828706,DK II. kerület,Demokratikus Koalíció ll. Kerületi Szervezete,57015,3
1625782804376384,Devosa Gábor,Devosa Gábor,57000,3
101929051172891,Dr Zákány Zsolt önkormányzati képviselő Berettyóújfalu,Dr. Zákány Zsolt,56973,12
507506425991857,Jobbik Budapest,Jobbik Magyarországért Mozgalom,56847,7
965209410258616,Horváth István Attila,Horváth István Attila,56685,9
117543092967940,Herold Ádám,Herold Ádám,56576,8
994901094011388,Mindenki Pécsért Egyesület,These ads ran without a disclaimer,56327,5
114898003640430,Telex.hu,These ads ran without a disclaimer,56182,21
235680650112967,Garantiqa Hitelgarancia Zrt.,Garantiqa Hitelgarancia Zrt.,56119,50
107038114001826,Igen Fehérgyarmatért,Farkas János,56054,11
400229417263044,Hartaházi Miklós,Miklós Hartaházi,55868,13
231331464229949,Esztergomi Fidelitas,Zoltán Krisztián Hégli,55860,28
103919160956026,Juhász László önkormányzati képviselő,These ads ran without a disclaimer,55558,8
334650020817764,Varga Zsanett,Zsanett Varga,55370,12
103591687668484,Zag Gábor,Demokratikus Koalíció,55352,23
665449490552067,Jonatan Maciel,These ads ran without a disclaimer,55173,1
1444684639147833,RevitalMed,These ads ran without a disclaimer,55075,6
183149215966339,Csernus László,These ads ran without a disclaimer,55058,7
447973555757623,Bálványkövi István,Berényi Károly Krisztián,55000,4
103496327698492,Csák Ambrus polgármester-jelölt,Csák Ambrus Pál,55000,5
135183763351506,Béres András,Béres András,54747,4
108619307166791,"Dr. Tölgyesi Márk, Bátaszék polgármesterjelöltje",Dr. Tölgyesi Márk,54505,27
127355373967413,Pécsi STOP.hu,These ads ran without a disclaimer,54503,4
622846234588910,Humor Magazin,EzaLényeg.hu,54216,56
734724533343964,Kádár Gábor,Párbeszéd Magyarországért,54153,7
109269260454688,Polyák István független polgármester - jelölt,Polyák István,53943,27
547592161973028,Szalay Ferenc,These ads ran without a disclaimer,53823,1
140360522682932,LMP Belváros,These ads ran without a disclaimer,53654,6
160599763996285,e.on,These ads ran without a disclaimer,53622,8
110895750303426,Egyensúlyt Algyőnek,Egyensúlyt Algyőnek,53491,18
150219742265121,Bedő Dávid - Momentum,Momentum Mozgalom,53478,7
106162150773305,Wéber Viktor - Momentum,Viktor Weber,53441,9
73970658023,International Rescue Committee,These ads ran without a disclaimer,53376,13
2385953951423643,Kecel Összeköt,Kovács Zsófia,53292,16
1401080026811438,Csányi Tamás,Jobbik Magyarországért Mozgalom,53220,5
240225376133467,Ráczné Földi Judit,These ads ran without a disclaimer,53046,4
105712514143518,Pokorádi Gábor,Gábor Pokorádi,52777,10
1061654303885949,Jobbik Csongrád-Csanád megye,Jobbik Magyarországért Mozgalom,52560,6
47198507012,LMP - Magyarország Zöld Pártja,These ads ran without a disclaimer,52221,2
205547789523736,Dr. Nemény András,These ads ran without a disclaimer,52215,3
352264605444656,Koczka Tibor legyen Szombathely polgármestere,These ads ran without a disclaimer,52213,6
274517589233170,Travelo,Travelo,52095,6
134984140045777,Stummer János,Jobbik Magyarországért Mozgalom,51937,2
528480517197493,Krisztian Berki #aberki,These ads ran without a disclaimer,51924,3
262681199589,ALDE Party – Liberals and Democrats for Europe,ALDE Party – Liberals and Democrats for Europe,51864,11
491360151399111,Budapest Investment Club,These ads ran without a disclaimer,51852,3
188340234523401,Lőrinci Magazin,These ads ran without a disclaimer,51652,9
429274933827776,Római-partért,These ads ran without a disclaimer,51609,5
598767340242969,Itthon Rákosmentén Egyesület,These ads ran without a disclaimer,51474,5
107308957298825,Fülöp Zoltán,Fülöp Zoltán,51419,18
104063810958207,Kopcsó Gábor,These ads ran without a disclaimer,51411,5
753451271439705,KDNP Pécs-Baranya,KDNP,51209,23
284769298350576,ugytudjuk.hu,Horváth Evelin,51186,18
105729637439893,Halkó Pál hivatalos oldala,These ads ran without a disclaimer,51175,15
435073246594237,Csenger-Zalán Zsolt,Csenger-Zalán Zsolt,51090,12
112277097197124,Demokratikus Lendület,Demokratikus Koalíció,51082,9
106802307358717,Gyulavári Zsolt független képviselőjelölt,Gyulavári Zsolt Pál,50963,7
103743893052995,Radnóti Ákos,Radnóti Àkos Zoltán,50901,66
