Page ID,Page Name,Disclaimer,Amount Spent (EUR),Number of Ads in Library
100310154874411,Stephan Keller,CDU Düsseldorf,21273,78
118755004820675,Fairtrade Deutschland,Fairtrade,21003,24
515228481869383,Essener Bürger Bündnis - EBB - Freie Wähler,Wilfried Adamy,20927,173
342884401877,Thalia Buchhandlung - Thalia.de,Thalia Buchhandlung - Thalia.de,20920,51
138422136179542,Ministerpräsident Michael Kretschmer,Sächsische Staatskanzlei,20855,164
102077835186179,Sigrid Borst,Sigrid Borst der AfD Stuttgart,20712,172
253592560263,Christoffel-Blindenmission (CBM),Christoffel-Blindenmission Deutschland e.V.,20655,50
401644396606709,Kai Wegner,CDU Berlin,20610,397
67003546475,Deutsches Rotes Kreuz,Deutsches Rotes Kreuz,20588,91
63415881040,Aktion Deutschland Hilft,Aktion Deutschland Hilft,20544,48
1495386077216471,Senatsverwaltung für Stadtentwicklung und Wohnen,Senatsverwaltung für Stadtentwicklung und Wohnen,20515,14
109931833792280,Everdrop,These ads ran without a disclaimer,20298,53
530905320274921,Change.org,Change.org e.V.,20287,266
133306764192,NABU Bundesverband,NABU Bundesverband,20203,47
510117665830401,Hilfetelefon Gewalt gegen Frauen,Hilfetelefon Gewalt gegen Frauen,20152,38
143504445664134,Christian Lindner,FDP Fraktion Bundestag,20146,239
218786540044,WWF Deutschland,WWF Deutschland with Facebook Ad Credits,20000,14
204139474516,abgeordnetenwatch.de,abgeordnetenwatch.de,19910,354
357194964882366,Sieben Generationen,Seventh Generation,19880,16
210778952288250,FDP Brandenburg,FDP Brandenburg,19710,598
82734241364,Campact e.V.,These ads ran without a disclaimer,19647,16
150380582965,BVMW - Bundesverband mittelständische Wirtschaft,BVMW - Bundesverband mittelständische Wirtschaft,19643,142
657846797659513,Thomas L. Kemmerich,FDP Thüringen,19388,1177
1014057301965054,Thomas Heilmann,Thomas Heilmann,19371,115
296270482587,McDonald's,McDonald's,19333,4
260106687889118,Kopp Verlag,Kopp Verlag,18995,33
556019341220640,Kinder in Gefahr - DVCK e.V.,DVCK e.V.,18887,10
482176671952628,Markenverband e.V.,Markenverband e.V.,18821,2103
459151034117647,Landesforsten Rheinland-Pfalz,Landesforsten Rheinland-Pfalz,18765,31
141366725876424,European Greens,European Greens,18732,17
168325299887228,CDU Brandenburg,CDU Brandenburg,18666,254
102833201110124,Zuckersüß Verlag,Zuckersüß Kinderbuchverlag,18251,42
1302281619835321,HappyPo,HappyPo,18246,277
20672124724,BÜNDNIS 90/DIE GRÜNEN NRW,BÜNDNIS 90/DIE GRÜNEN NRW,18180,68
100572773318575,Ärzte der Welt,Ärzte der Welt,18074,536
278010994414,ICH WEISS WAS ICH TU,ICH WEISS WAS ICH TU,17912,198
22541752487,Greenpeace Deutschland,These ads ran without a disclaimer,17769,142
383045615057842,Thomas Dehler Stiftung,Sebastian Zajonz,17748,890
124577130886108,sixx,Seven.One Entertainment Group GmbH,17694,18
379808979250786,BVB / Freie Wähler,BVB / FREIE WÄHLER,17688,152
114051096811588,RUHR SPD,RuhrSPD,17617,80
793048414135802,SOS MEDITERRANEE,SOS MEDITERRANEE,17593,140
201710366528032,Umweltinstitut München e.V.,Umweltinstitut München e.V.,17432,97
477257932385743,Martin Dulig,SPD Sachsen,17387,164
921326477983554,Verband der Chemischen Industrie e.V.,Chemie Wirtschaftsförderungs GmbH,17337,951
666098253508699,Verbraucherhilfe24,These ads ran without a disclaimer,17329,64
133831053368524,SPD Dortmund,SPD Dortmund,17315,42
276690259403364,FinanzAgenda,Union Investment,17155,1798
300225473377094,indeon magazin,Medienhaus der Evangelischen Kirche in Hessen und Nassau GmbH,17111,260
365742721816,FDP Fraktion Berlin,FDP-Fraktion im Abgeordnetenhaus von Berlin,16967,92
1402857076602559,Malu Dreyer,SPD Rheinland-Pfalz,16923,202
192941487432989,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),16907,38
1802871979838639,CSU im Bundestag,CSU im Bundestag,16780,56
