Page ID,Page Name,Disclaimer,Amount Spent (EUR),Number of Ads in Library
178362315106,European Parliament,These ads ran without a disclaimer,248,21
1483917634995539,Nespresso Latvija,These ads ran without a disclaimer,239,10
605865909843963,Antipolitikānis,Janis Vinters,238,14
729627343834501,Kialo,These ads ran without a disclaimer,233,317
102973244420620,lat.press.lv,LAT.PRESS.lv,232,42
140748273458660,Vjačeslavs Dombrovskis - Вячеслав Домбровский,Vjačeslavs Dombrovskis - Вячеслав Домбровский,231,24
1764718630423929,Ministru kabinets / Government of Latvia,Deep White,230,6
100577918513018,Vidzemes partija Cēsu novadam,Vidzemes partija Cēsu novadam,228,12
2040637416168001,TV Pirmā Rīga,Muksimovs Oskars,227,3
2046010662286926,Satiksme Alter,Romans Savickis,226,66
961977793878943,Birste,Rapid Media,224,50
1582184165128247,Latvijas Dabas fonds,Latvijas Dabas fonds,221,10
306486866800975,Anita Muižniece,Jaunā konservatīvā partija,220,4
831485113704995,Vides aizsardzības un reģionālās attīstības ministrija,These ads ran without a disclaimer,218,2
527351247377965,European Committee of the Regions,European Committee of the Regions,217,125
408849479961258,Andris Bačkurs Rīgai,partija "Latvijas attīstībai",212,6
336922204327649,PROGRESĪVIE Rēzeknē,PROGRESĪVIE,210,12
107060277762123,Deniss Čerkovskis Rīgai,Deniss Čerkovskis,209,2
241593645936782,Evelatus,These ads ran without a disclaimer,209,15
103935181361765,Nākotnes Smiltene - Rauna - Ape,PROGRESĪVIE,208,20
144183615753139,Guntis Stirna,Guntis Stirna,208,13
108639724248731,Ieva Feldmane-Volmslija,Ieva Feldmane-Walmsley,207,16
1321498177962712,Latvijas Republikas Patentu valde,Latvijas Republikas Patentu valde,204,7
406327029385499,Latvijas Pilsoniskā alianse/ Civic Alliance - Latvia,Latvijas Pilsoniskā alianse,202,13
634097313600056,Attīstībai / Par,These ads ran without a disclaimer,201,2
1086674038184163,Agnese Villere,Jaunā konservatīvā partija,200,5
414381482703957,Zanda Kalniņa-Lukaševica,Kalniņa-Lukaševica Zanda,193,4
115890180264893,Saulkrastu novada attīstībai,Latvijas Attīstībai,192,11
103381114416493,Suitu parlaments,Grigorijs Rozentāls,189,19
585560904809361,Nacionālā apvienība Liepājā,Nacionālā apvienība,186,14
751478525017040,Jaunie konservatīvie Ķekavā un Baldonē,Jaunā konservatīvā partija,183,4
734619389955201,Latvijas vēlētāju forums,These ads ran without a disclaimer,183,54
1796864363962753,Olafs Pulks,Olafs Pulks,183,5
1921193498149435,Andrejs Elksniņš - Андрей Элксниньш,These ads ran without a disclaimer,179,6
548620615540452,Plastify,Rudolfs Skuja,177,46
203197030603239,8 Billion Trees,These ads ran without a disclaimer,176,29
443086983136679,Dzīvesbiedri,Kaspars Zalitis,174,6
